,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,CDD,CDD,CDD,CDD,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,stats,stats,stats,stats,stats,stats,stats
,answer,runtime,peak_memory_kbytes,eliminated_by_eq,output_constraints,only_qe_ms,eq_conflict,eliminated_vars,input_constraints,total_constraints,visited_nodes,answer,runtime,peak_memory_kbytes,output_constraints,answer,runtime,peak_memory_kbytes,trivial_false,contains_disjunction,output_constraints,trivial_true,answer,runtime,peak_memory_kbytes,input_constraints,output_constraints,only_qe_ms,total_constraints,eq_conflict,visited_nodes,eliminated_by_eq,eliminated_vars,constraints,variables,eliminated-variables,matrix-density-overall,matrix-density-eliminated,graph-density-overall,graph-density-eliminated
18_variables/60_constraints/7_density_6,timeout,310.0,67272,,,,,,,,,timeout,310.0,166868,,timeout,310.0,3501716,,,,,memout,305.0,74748,,,,,,,,,60,18,9,0.7008771929824561,0.674074074074074,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/7_density_7,timeout,310.0,76192,,,,,,,,,timeout,310.0,169672,,timeout,310.0,3478912,,,,,memout,305.0,143984,,,,,,,,,60,18,9,0.7201754385964912,0.6907407407407408,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/7_density_8,timeout,310.0,87456,,,,,,,,,timeout,310.0,182188,,timeout,310.0,3503548,,,,,memout,305.0,143600,,,,,,,,,60,18,9,0.7035087719298245,0.7,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/7_density_9,timeout,310.0,73236,,,,,,,,,timeout,310.0,184452,,timeout,310.0,3473076,,,,,memout,305.0,103136,,,,,,,,,60,18,9,0.6868421052631579,0.674074074074074,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_0,timeout,310.0,96804,,,,,,,,,timeout,310.0,193344,,timeout,310.0,3462648,,,,,memout,305.0,326848,,,,,,,,,60,18,9,0.8929824561403509,0.8851851851851852,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_1,timeout,310.0,129804,,,,,,,,,timeout,310.0,178964,,timeout,310.0,3565104,,,,,memout,305.0,476300,,,,,,,,,60,18,9,0.8894736842105263,0.8981481481481481,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_2,timeout,310.0,28572,,,,,,,,,timeout,310.0,167728,,timeout,310.0,3579508,,,,,memout,305.0,474236,,,,,,,,,60,18,9,0.9035087719298246,0.9055555555555556,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_3,timeout,310.0,55584,,,,,,,,,timeout,310.0,163892,,timeout,310.0,3478936,,,,,memout,305.0,459164,,,,,,,,,60,18,9,0.8947368421052632,0.8925925925925926,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_4,timeout,310.0,117768,,,,,,,,,timeout,310.0,163236,,timeout,310.0,3462832,,,,,memout,305.0,317760,,,,,,,,,60,18,9,0.9026315789473685,0.9092592592592592,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_5,timeout,310.0,36616,,,,,,,,,timeout,310.0,186380,,timeout,310.0,3491380,,,,,memout,305.0,472740,,,,,,,,,60,18,9,0.9026315789473685,0.9,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_6,timeout,310.0,53280,,,,,,,,,timeout,310.0,184372,,timeout,310.0,3507516,,,,,memout,305.0,639260,,,,,,,,,60,18,9,0.8973684210526316,0.8944444444444445,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_7,timeout,310.0,286840,,,,,,,,,timeout,310.0,177796,,timeout,310.0,3514124,,,,,memout,305.0,421716,,,,,,,,,60,18,9,0.8964912280701754,0.8685185185185185,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_8,timeout,310.0,166280,,,,,,,,,timeout,310.0,183152,,timeout,310.0,3509740,,,,,memout,305.0,252240,,,,,,,,,60,18,9,0.8982456140350877,0.8833333333333333,0.5862068965517241,0.6164383561643836
18_variables/60_constraints/9_density_9,timeout,310.0,41924,,,,,,,,,timeout,310.0,174396,,timeout,310.0,3442012,,,,,memout,305.0,286936,,,,,,,,,60,18,9,0.8894736842105263,0.8685185185185185,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/1_density_0,success,0.113,6608,0.0,1.0,0.0,0.0,9.0,6.0,15.0,9.0,success,0.069,3548,1.0,success,0.263,45156,0.0,0.0,1.0,0.0,success,0.026,6280,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1403508771929824,0.1296296296296296,0.0482758620689655,0.1095890410958904
18_variables/6_constraints/1_density_1,success,0.09,6608,0.0,1.0,0.0,0.0,9.0,6.0,28.0,9.0,success,0.083,3612,1.0,success,0.178,43324,0.0,0.0,1.0,0.0,success,0.022,6780,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.131578947368421,0.1111111111111111,0.0413793103448275,0.0684931506849315
18_variables/6_constraints/1_density_2,success,0.101,6612,0.0,1.0,0.0,0.0,9.0,4.0,8.0,8.0,success,0.099,3604,3.0,success,0.196,45652,0.0,0.0,1.0,0.0,success,0.026,6760,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1666666666666666,0.1111111111111111,0.1206896551724138,0.136986301369863
18_variables/6_constraints/1_density_3,success,0.025,6604,0.0,1.0,0.0,0.0,9.0,5.0,16.0,7.0,success,0.103,3552,1.0,success,0.187,45636,0.0,0.0,1.0,1.0,success,0.023,6792,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1578947368421052,0.1111111111111111,0.0761245674740484,0.0833333333333333
18_variables/6_constraints/1_density_4,success,0.051,6604,0.0,3.0,0.0,0.0,9.0,4.0,17.0,9.0,success,0.08,3652,5.0,success,0.191,45176,0.0,0.0,3.0,0.0,success,0.023,6752,4.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1052631578947368,0.037037037037037,0.0207612456747404,0.0138888888888888
18_variables/6_constraints/1_density_5,success,0.112,6608,0.0,3.0,0.0,0.0,9.0,5.0,7.0,7.0,success,0.078,3528,4.0,success,0.193,45664,0.0,0.0,3.0,0.0,success,0.023,6788,5.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1403508771929824,0.074074074074074,0.0519031141868512,0.0972222222222222
18_variables/6_constraints/1_density_6,success,0.022,6612,0.0,3.0,0.0,0.0,9.0,6.0,8.0,6.0,success,0.082,3500,3.0,success,0.189,45240,0.0,0.0,3.0,0.0,success,0.022,6764,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1666666666666666,0.0925925925925925,0.0827586206896551,0.0821917808219178
18_variables/6_constraints/1_density_7,success,0.124,6616,0.0,1.0,0.0,0.0,9.0,6.0,33.0,9.0,success,0.126,3540,1.0,success,0.17,45436,0.0,0.0,1.0,1.0,success,0.021,6736,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.2017543859649122,0.1666666666666666,0.1137931034482758,0.1232876712328767
18_variables/6_constraints/1_density_8,success,0.154,6608,0.0,2.0,0.0,0.0,9.0,5.0,10.0,9.0,success,0.189,3544,3.0,success,0.184,45552,0.0,0.0,2.0,0.0,success,0.022,6752,5.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1403508771929824,0.0555555555555555,0.0551724137931034,0.0410958904109589
18_variables/6_constraints/1_density_9,success,0.078,6604,0.0,2.0,0.0,0.0,9.0,5.0,15.0,8.0,success,0.284,3572,3.0,success,0.201,43416,0.0,0.0,2.0,0.0,success,0.022,6780,5.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.1578947368421052,0.074074074074074,0.0622837370242214,0.0555555555555555
18_variables/6_constraints/3_density_0,success,0.028,6628,0.0,1.0,0.0,0.0,9.0,6.0,9.0,4.0,success,0.187,3588,1.0,success,0.167,45520,0.0,0.0,1.0,1.0,success,0.031,6816,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.4122807017543859,0.4074074074074074,0.3827586206896551,0.4794520547945205
18_variables/6_constraints/3_density_1,success,0.028,6624,0.0,1.0,0.0,0.0,9.0,6.0,16.0,7.0,success,0.163,3456,1.0,success,0.182,45472,0.0,0.0,1.0,1.0,success,0.023,6804,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.3508771929824561,0.3703703703703703,0.2827586206896552,0.3835616438356164
18_variables/6_constraints/3_density_2,success,0.032,6628,0.0,1.0,0.0,0.0,9.0,6.0,15.0,6.0,success,0.113,3500,1.0,success,0.192,45444,0.0,0.0,1.0,1.0,success,0.026,6780,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.3245614035087719,0.2962962962962963,0.2551724137931034,0.3287671232876712
18_variables/6_constraints/3_density_3,success,0.022,6620,0.0,1.0,0.0,0.0,9.0,6.0,10.0,8.0,success,0.173,3524,1.0,success,0.173,45544,0.0,0.0,1.0,0.0,success,0.023,6768,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.2894736842105263,0.1851851851851851,0.1793103448275862,0.1506849315068493
18_variables/6_constraints/3_density_4,success,0.024,6632,0.0,1.0,0.0,0.0,9.0,6.0,11.0,8.0,success,0.09,3532,1.0,success,0.17,45392,0.0,0.0,1.0,1.0,success,0.02,6812,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.3947368421052631,0.3703703703703703,0.3344827586206896,0.4383561643835616
18_variables/6_constraints/3_density_5,success,0.054,6624,0.0,1.0,0.0,0.0,9.0,6.0,19.0,9.0,success,0.263,3588,1.0,success,0.176,45336,0.0,0.0,1.0,1.0,success,0.027,6788,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.3421052631578947,0.2407407407407407,0.293103448275862,0.2602739726027397
18_variables/6_constraints/3_density_6,success,0.044,6620,0.0,1.0,0.0,0.0,9.0,6.0,18.0,8.0,success,0.106,3620,1.0,success,0.191,45312,0.0,0.0,1.0,1.0,success,0.022,6776,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.2719298245614035,0.2222222222222222,0.1833910034602076,0.1944444444444444
18_variables/6_constraints/3_density_7,success,0.026,6620,0.0,1.0,0.0,0.0,9.0,6.0,13.0,8.0,success,0.175,3632,1.0,success,0.18,45332,0.0,0.0,1.0,0.0,success,0.022,6796,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.2368421052631578,0.2222222222222222,0.1620689655172413,0.2602739726027397
18_variables/6_constraints/3_density_8,success,0.024,6620,0.0,1.0,0.0,0.0,9.0,6.0,13.0,7.0,success,0.132,3672,1.0,success,0.169,45352,0.0,0.0,1.0,1.0,success,0.026,6752,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.2807017543859649,0.2777777777777778,0.196551724137931,0.3013698630136986
18_variables/6_constraints/3_density_9,success,0.025,6628,0.0,1.0,0.0,0.0,9.0,6.0,16.0,5.0,success,0.126,3612,1.0,success,0.174,45432,0.0,0.0,1.0,1.0,success,0.022,6780,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.3508771929824561,0.3703703703703703,0.2896551724137931,0.3424657534246575
18_variables/6_constraints/5_density_0,success,0.045,6640,0.0,1.0,0.0,0.0,9.0,6.0,5.0,4.0,success,0.076,3604,1.0,success,0.22,45608,0.0,0.0,1.0,1.0,success,0.026,6792,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5526315789473685,0.4814814814814814,0.4586206896551724,0.410958904109589
18_variables/6_constraints/5_density_1,success,0.022,6636,0.0,1.0,0.0,0.0,9.0,6.0,6.0,4.0,success,0.112,3572,1.0,success,0.221,45556,0.0,0.0,1.0,1.0,success,0.024,6788,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5,0.4629629629629629,0.4862068965517241,0.5205479452054794
18_variables/6_constraints/5_density_2,success,0.068,6644,0.0,1.0,0.0,0.0,9.0,6.0,11.0,5.0,success,0.113,3612,1.0,success,0.18,45460,0.0,0.0,1.0,1.0,success,0.025,6792,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5964912280701754,0.5740740740740741,0.5310344827586206,0.547945205479452
18_variables/6_constraints/5_density_3,success,0.024,6644,0.0,1.0,0.0,0.0,9.0,6.0,7.0,6.0,success,0.135,3788,1.0,success,0.152,43428,0.0,0.0,1.0,1.0,success,0.024,6828,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5701754385964912,0.5740740740740741,0.5172413793103449,0.6164383561643836
18_variables/6_constraints/5_density_4,success,0.03,6640,0.0,1.0,0.0,0.0,9.0,6.0,13.0,6.0,success,0.167,3684,1.0,success,0.186,45632,0.0,0.0,1.0,1.0,success,0.038,6732,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5,0.4444444444444444,0.4793103448275862,0.4657534246575342
18_variables/6_constraints/5_density_5,success,0.06,6644,0.0,1.0,0.0,0.0,9.0,6.0,6.0,4.0,success,0.11,3504,1.0,success,0.196,45508,0.0,0.0,1.0,1.0,success,0.023,6832,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.6228070175438597,0.6111111111111112,0.5793103448275863,0.6164383561643836
18_variables/6_constraints/5_density_6,success,0.036,6640,0.0,1.0,0.0,0.0,9.0,6.0,12.0,7.0,success,0.105,3788,1.0,success,0.229,45628,0.0,0.0,1.0,1.0,success,0.022,6804,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5087719298245614,0.4629629629629629,0.5,0.5342465753424658
18_variables/6_constraints/5_density_7,success,0.051,6640,0.0,1.0,0.0,0.0,9.0,6.0,15.0,7.0,success,0.1,3588,1.0,success,0.189,45468,0.0,0.0,1.0,1.0,success,0.041,6796,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.4736842105263157,0.4444444444444444,0.4448275862068965,0.5205479452054794
18_variables/6_constraints/5_density_8,success,0.086,6636,0.0,1.0,0.0,0.0,9.0,6.0,12.0,5.0,success,0.086,3544,1.0,success,0.274,45356,0.0,0.0,1.0,1.0,success,0.027,6792,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5175438596491229,0.4629629629629629,0.496551724137931,0.5068493150684932
18_variables/6_constraints/5_density_9,success,0.022,6644,0.0,1.0,0.0,0.0,9.0,6.0,13.0,5.0,success,0.093,3628,1.0,success,0.151,45604,0.0,0.0,1.0,1.0,success,0.023,6828,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.5877192982456141,0.5370370370370371,0.5275862068965518,0.5205479452054794
18_variables/6_constraints/7_density_0,success,0.026,6644,0.0,1.0,0.0,0.0,9.0,6.0,5.0,3.0,success,0.171,3596,1.0,success,0.202,45488,0.0,0.0,1.0,1.0,success,0.026,6824,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.7280701754385965,0.6851851851851852,0.5793103448275863,0.6164383561643836
18_variables/6_constraints/7_density_1,success,0.173,6648,0.0,1.0,0.0,0.0,9.0,6.0,4.0,3.0,success,0.087,3756,1.0,success,0.19,45424,0.0,0.0,1.0,1.0,success,0.021,6800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.6842105263157895,0.7037037037037037,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/7_density_2,success,0.027,6652,0.0,1.0,0.0,0.0,9.0,6.0,1.0,2.0,success,0.088,3644,1.0,success,0.144,45440,0.0,0.0,1.0,1.0,success,0.027,6836,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.7456140350877193,0.7222222222222222,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/7_density_3,success,0.024,6648,0.0,1.0,0.0,0.0,9.0,6.0,5.0,3.0,success,0.146,3628,1.0,success,0.15,45352,0.0,0.0,1.0,1.0,success,0.025,6800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.6842105263157895,0.7222222222222222,0.5793103448275863,0.6164383561643836
18_variables/6_constraints/7_density_4,success,0.023,6652,0.0,1.0,0.0,0.0,9.0,6.0,3.0,3.0,success,0.094,3756,1.0,success,0.204,45292,0.0,0.0,1.0,1.0,success,0.025,6800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.7105263157894737,0.6666666666666666,0.5758620689655173,0.6164383561643836
18_variables/6_constraints/7_density_5,success,0.029,6664,0.0,1.0,0.0,0.0,9.0,6.0,10.0,4.0,success,0.097,3612,1.0,success,0.213,45660,0.0,0.0,1.0,1.0,success,0.027,6824,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.7192982456140351,0.7222222222222222,0.5793103448275863,0.6164383561643836
18_variables/6_constraints/7_density_6,success,0.027,6656,0.0,1.0,0.0,0.0,9.0,6.0,4.0,2.0,success,0.096,3572,1.0,success,0.149,45464,0.0,0.0,1.0,1.0,success,0.023,6828,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.6929824561403509,0.7222222222222222,0.5758620689655173,0.6027397260273972
18_variables/6_constraints/7_density_7,success,0.024,6644,0.0,1.0,0.0,0.0,9.0,6.0,4.0,3.0,success,0.092,3792,1.0,success,0.162,43292,0.0,0.0,1.0,1.0,success,0.024,6800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.6842105263157895,0.7407407407407407,0.5586206896551724,0.6164383561643836
18_variables/6_constraints/7_density_8,success,0.025,6656,0.0,1.0,0.0,0.0,9.0,6.0,5.0,4.0,success,0.082,3540,1.0,success,0.181,45676,0.0,0.0,1.0,1.0,success,0.02,6800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.6578947368421053,0.6851851851851852,0.5724137931034483,0.6027397260273972
18_variables/6_constraints/7_density_9,success,0.125,6652,0.0,1.0,0.0,0.0,9.0,6.0,8.0,4.0,success,0.081,3648,1.0,success,0.172,45364,0.0,0.0,1.0,1.0,success,0.03,6808,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.7192982456140351,0.7407407407407407,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_0,success,0.024,6660,0.0,1.0,0.0,0.0,9.0,6.0,4.0,3.0,success,0.128,3492,1.0,success,0.162,45516,0.0,0.0,1.0,1.0,success,0.029,6844,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.8508771929824561,0.8518518518518519,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_1,success,0.032,6664,0.0,1.0,0.0,0.0,9.0,6.0,0.0,1.0,success,0.143,3808,1.0,success,0.187,45532,0.0,0.0,1.0,1.0,success,0.031,6812,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.8596491228070176,0.8888888888888888,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_2,success,0.184,6668,0.0,1.0,0.0,0.0,9.0,6.0,2.0,2.0,success,0.113,3592,1.0,success,0.188,45472,0.0,0.0,1.0,1.0,success,0.025,6828,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.9035087719298246,0.9074074074074074,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_3,success,0.055,6676,0.0,1.0,0.0,0.0,9.0,6.0,9.0,3.0,success,0.146,3628,1.0,success,0.243,45392,0.0,0.0,1.0,1.0,success,0.029,7056,6.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.8859649122807017,0.925925925925926,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_4,success,0.063,6664,0.0,1.0,0.0,0.0,9.0,6.0,5.0,2.0,success,0.091,3568,1.0,success,0.174,45516,0.0,0.0,1.0,1.0,success,0.027,6856,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.8771929824561403,0.8888888888888888,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_5,success,0.028,6660,0.0,1.0,0.0,0.0,9.0,6.0,2.0,2.0,success,0.309,3608,1.0,success,0.249,45668,0.0,0.0,1.0,1.0,success,0.025,6800,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.9035087719298246,0.9444444444444444,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_6,success,0.034,6680,0.0,1.0,1.0,0.0,9.0,6.0,12.0,4.0,success,0.117,3596,1.0,success,0.146,45316,0.0,0.0,1.0,1.0,success,0.029,7152,6.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.912280701754386,0.925925925925926,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_7,success,0.027,6668,0.0,1.0,0.0,0.0,9.0,6.0,5.0,2.0,success,0.088,3584,1.0,success,0.179,45472,0.0,0.0,1.0,1.0,success,0.032,6872,6.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.9385964912280702,0.9629629629629628,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_8,success,0.042,6672,0.0,1.0,0.0,0.0,9.0,6.0,5.0,2.0,success,0.111,3636,1.0,success,0.193,47360,0.0,0.0,1.0,1.0,success,0.028,6868,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.9210526315789472,0.9444444444444444,0.5862068965517241,0.6164383561643836
18_variables/6_constraints/9_density_9,success,0.062,6668,0.0,1.0,0.0,0.0,9.0,6.0,1.0,2.0,success,0.095,3556,1.0,success,0.135,43520,0.0,0.0,1.0,1.0,success,0.026,6808,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6,18,9,0.868421052631579,0.8333333333333334,0.5862068965517241,0.6164383561643836
18_variables/9_constraints/1_density_0,success,0.16,6620,0.0,3.0,0.0,0.0,9.0,7.0,37.0,9.0,success,0.077,3496,5.0,success,0.156,45196,0.0,1.0,6.0,0.0,success,0.025,6800,7.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.175438596491228,0.0864197530864197,0.1107266435986159,0.0694444444444444
18_variables/9_constraints/1_density_1,success,0.06,6604,0.0,1.0,0.0,0.0,9.0,8.0,31.0,8.0,success,0.124,3612,2.0,success,0.173,45344,0.0,0.0,1.0,0.0,success,0.023,6780,8.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1637426900584795,0.1234567901234567,0.1107266435986159,0.125
18_variables/9_constraints/1_density_2,success,0.182,6612,0.0,2.0,0.0,0.0,9.0,7.0,9.0,4.0,success,0.113,3516,4.0,success,0.181,45456,0.0,0.0,2.0,0.0,success,0.022,6760,7.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1461988304093567,0.1358024691358024,0.0795847750865051,0.2083333333333333
18_variables/9_constraints/1_density_3,success,0.056,6620,0.0,3.0,0.0,0.0,9.0,8.0,10.0,9.0,success,0.153,3588,4.0,success,0.156,45464,0.0,0.0,3.0,0.0,success,0.023,6792,8.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1578947368421052,0.0864197530864197,0.0862068965517241,0.0684931506849315
18_variables/9_constraints/1_density_4,success,0.021,6612,0.0,2.0,0.0,0.0,9.0,5.0,9.0,5.0,success,0.07,3632,6.0,success,0.271,45472,0.0,0.0,2.0,0.0,success,0.02,6760,5.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1228070175438596,0.0987654320987654,0.0865051903114186,0.1944444444444444
18_variables/9_constraints/1_density_5,success,0.033,6616,0.0,1.0,0.0,0.0,9.0,8.0,36.0,9.0,success,0.09,3448,2.0,success,0.153,43420,0.0,0.0,1.0,0.0,success,0.023,6772,8.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1520467836257309,0.1604938271604938,0.0862068965517241,0.1917808219178082
18_variables/9_constraints/1_density_6,success,0.046,6616,0.0,5.0,0.0,0.0,9.0,9.0,28.0,9.0,success,0.104,3496,5.0,success,0.162,43412,0.0,0.0,5.0,0.0,success,0.024,6796,9.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1403508771929824,0.074074074074074,0.0692041522491349,0.0833333333333333
18_variables/9_constraints/1_density_7,success,0.025,6628,0.0,1.0,0.0,0.0,9.0,8.0,35.0,9.0,success,0.09,3588,2.0,success,0.161,45524,0.0,0.0,1.0,0.0,success,0.026,6784,8.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1988304093567251,0.1975308641975308,0.1384083044982699,0.25
18_variables/9_constraints/1_density_8,success,0.181,6608,0.0,3.0,0.0,0.0,9.0,6.0,15.0,9.0,success,0.113,3572,6.0,success,0.152,45556,0.0,0.0,3.0,0.0,success,0.022,6764,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1052631578947368,0.037037037037037,0.0519031141868512,0.0416666666666666
18_variables/9_constraints/1_density_9,success,0.029,6612,0.0,1.0,0.0,0.0,9.0,6.0,28.0,9.0,success,0.075,3544,3.0,success,0.334,43380,0.0,0.0,1.0,1.0,success,0.025,6760,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.1345029239766081,0.0987654320987654,0.0862068965517241,0.1095890410958904
18_variables/9_constraints/3_density_0,success,0.169,6644,0.0,1.0,0.0,0.0,9.0,9.0,11.0,7.0,success,0.089,3568,1.0,success,0.164,45404,0.0,0.0,1.0,1.0,success,0.037,6804,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.3801169590643274,0.382716049382716,0.4482758620689655,0.4794520547945205
18_variables/9_constraints/3_density_1,success,0.026,6652,0.0,1.0,0.0,0.0,9.0,9.0,25.0,7.0,success,0.131,3544,1.0,success,0.269,45624,0.0,0.0,1.0,1.0,success,0.028,6816,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.4152046783625731,0.3580246913580246,0.4724137931034483,0.4794520547945205
18_variables/9_constraints/3_density_2,success,0.069,6632,0.0,1.0,0.0,0.0,9.0,9.0,26.0,9.0,success,0.075,3548,1.0,success,0.19,45136,0.0,0.0,1.0,1.0,success,0.025,6804,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.3099415204678362,0.2222222222222222,0.3068965517241379,0.3013698630136986
18_variables/9_constraints/3_density_3,success,0.037,6636,0.0,1.0,0.0,0.0,9.0,9.0,23.0,6.0,success,0.109,3640,1.0,success,0.194,45356,0.0,0.0,1.0,0.0,success,0.023,6832,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.3567251461988304,0.2962962962962963,0.3827586206896551,0.410958904109589
18_variables/9_constraints/3_density_4,success,0.022,6636,0.0,1.0,0.0,0.0,9.0,8.0,14.0,5.0,success,0.081,3568,1.0,success,0.162,43388,0.0,0.0,1.0,1.0,success,0.019,6832,8.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.327485380116959,0.3333333333333333,0.3689655172413793,0.4657534246575342
18_variables/9_constraints/3_density_5,success,0.035,6632,0.0,1.0,0.0,0.0,9.0,9.0,31.0,8.0,success,0.13,3608,1.0,success,0.18,45476,0.0,0.0,1.0,1.0,success,0.027,6836,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,18,9,0.3157894736842105,0.2469135802469135,0.3379310344827586,0.3561643835616438
