,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,CDD,CDD,CDD,CDD,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,stats,stats,stats,stats,stats,stats,stats
,answer,runtime,peak_memory_kbytes,eliminated_by_eq,output_constraints,only_qe_ms,eq_conflict,eliminated_vars,input_constraints,total_constraints,visited_nodes,answer,runtime,peak_memory_kbytes,output_constraints,answer,runtime,peak_memory_kbytes,trivial_false,contains_disjunction,output_constraints,trivial_true,answer,runtime,peak_memory_kbytes,input_constraints,output_constraints,only_qe_ms,total_constraints,eq_conflict,visited_nodes,eliminated_by_eq,eliminated_vars,constraints,variables,eliminated-variables,matrix-density-overall,matrix-density-eliminated,graph-density-overall,graph-density-eliminated
6_variables/36_constraints/1_density_5,success,0.084,6636,0.0,16.0,0.0,0.0,3.0,19.0,30.0,5.0,success,0.109,3680,37.0,success,0.135,43360,0.0,1.0,16.0,0.0,success,0.022,6812,19.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.2301587301587301,0.1296296296296296,0.5769230769230769,0.7142857142857143
6_variables/36_constraints/1_density_6,success,0.023,6620,0.0,3.0,0.0,0.0,3.0,12.0,11.0,3.0,success,0.186,3648,31.0,success,0.286,45244,0.0,0.0,2.0,0.0,success,0.022,6768,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.1944444444444444,0.0925925925925925,0.3076923076923077,0.5714285714285714
6_variables/36_constraints/1_density_7,success,0.044,6616,0.0,4.0,0.0,0.0,3.0,12.0,12.0,3.0,success,0.166,3720,32.0,success,0.176,45604,0.0,0.0,3.0,0.0,success,0.02,6792,12.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.1984126984126984,0.0833333333333333,0.2692307692307692,0.4285714285714285
6_variables/36_constraints/1_density_8,success,0.075,6612,0.0,6.0,0.0,0.0,3.0,12.0,7.0,3.0,success,0.145,3784,31.0,success,0.301,43184,0.0,0.0,5.0,0.0,success,0.022,6792,12.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.1904761904761904,0.0648148148148148,0.2692307692307692,0.5714285714285714
6_variables/36_constraints/1_density_9,success,0.022,6624,0.0,14.0,0.0,0.0,3.0,18.0,21.0,3.0,success,0.115,3648,35.0,success,0.209,45528,0.0,0.0,5.0,0.0,success,0.025,6768,18.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.2341269841269841,0.1296296296296296,0.5,0.8571428571428571
6_variables/36_constraints/3_density_0,success,0.056,6984,0.0,158.0,10.0,0.0,3.0,33.0,497.0,14.0,success,0.207,4356,163.0,success,0.216,49416,0.0,1.0,657.0,0.0,success,0.036,7208,33.0,166.0,7.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3968253968253968,0.287037037037037,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/3_density_1,success,0.045,7000,0.0,187.0,9.0,0.0,3.0,28.0,470.0,14.0,success,0.369,4368,195.0,success,0.169,49500,0.0,1.0,271.0,0.0,success,0.055,8624,28.0,834.0,21.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3531746031746032,0.3055555555555556,0.6923076923076923,0.8571428571428571
6_variables/36_constraints/3_density_2,success,0.031,6364,0.0,65.0,5.0,0.0,3.0,33.0,300.0,14.0,success,0.123,3716,77.0,success,0.192,47808,0.0,1.0,91.0,0.0,success,0.027,6952,33.0,75.0,3.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3531746031746032,0.1944444444444444,0.6538461538461539,0.7142857142857143
6_variables/36_constraints/3_density_3,success,0.21,6984,0.0,175.0,9.0,0.0,3.0,33.0,507.0,13.0,success,0.18,4468,213.0,success,0.188,47644,0.0,1.0,274.0,0.0,success,0.277,22140,33.0,6359.0,186.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3571428571428571,0.2777777777777778,0.6923076923076923,0.8571428571428571
6_variables/36_constraints/3_density_4,success,0.029,6800,0.0,93.0,6.0,0.0,3.0,30.0,484.0,16.0,success,0.111,3976,117.0,success,0.188,47300,0.0,1.0,100.0,0.0,success,0.029,7092,30.0,147.0,4.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3373015873015873,0.2222222222222222,0.6923076923076923,0.8571428571428571
6_variables/36_constraints/3_density_5,success,0.124,7300,0.0,309.0,16.0,0.0,3.0,32.0,715.0,11.0,success,0.319,5036,323.0,success,0.155,51536,0.0,1.0,631.0,0.0,success,0.74,48924,32.0,16632.0,606.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.4047619047619047,0.3425925925925926,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/3_density_6,success,0.086,8168,0.0,663.0,57.0,0.0,3.0,34.0,3515.0,46.0,success,0.267,7000,665.0,success,0.254,74088,0.0,1.0,3210.0,0.0,success,0.16,16848,34.0,3993.0,121.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.4563492063492063,0.3796296296296296,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/3_density_7,success,0.03,6824,0.0,90.0,7.0,0.0,3.0,34.0,520.0,21.0,success,0.133,4096,131.0,success,0.205,47568,0.0,1.0,368.0,0.0,success,0.03,7076,34.0,132.0,5.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3809523809523809,0.2685185185185185,0.7307692307692307,0.7142857142857143
6_variables/36_constraints/3_density_8,success,0.038,6576,0.0,96.0,7.0,0.0,3.0,30.0,526.0,18.0,success,0.134,4032,127.0,success,0.212,47344,0.0,1.0,148.0,0.0,success,0.041,7052,30.0,107.0,4.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.3492063492063492,0.2685185185185185,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/3_density_9,success,0.061,7636,0.0,414.0,31.0,0.0,3.0,35.0,1661.0,28.0,success,0.167,5676,437.0,success,0.265,66112,0.0,1.0,2306.0,0.0,success,0.128,13444,35.0,2636.0,93.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.4365079365079365,0.3425925925925926,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_0,success,0.182,11084,0.0,1835.0,146.0,0.0,3.0,35.0,7456.0,79.0,success,0.459,13212,1837.0,success,0.447,125504,0.0,1.0,8612.0,0.0,success,32.259,1217532,35.0,466748.0,29616.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.5912698412698413,0.5092592592592593,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_1,success,0.368,14140,0.0,3100.0,239.0,0.0,3.0,36.0,12007.0,118.0,success,0.572,20024,3100.0,success,0.77,203300,0.0,1.0,16928.0,0.0,success,123.272,2878884,36.0,1110779.0,115911.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.6150793650793651,0.5740740740740741,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_2,success,0.22,11860,0.0,2157.0,183.0,0.0,3.0,35.0,8960.0,83.0,success,0.427,14952,2158.0,success,0.677,193116,0.0,1.0,15713.0,0.0,success,3.609,212128,35.0,79463.0,3138.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.5912698412698413,0.5,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_3,success,0.194,10260,0.0,1460.0,116.0,0.0,3.0,36.0,6124.0,57.0,success,0.371,11264,1460.0,success,0.338,98816,0.0,1.0,6235.0,0.0,memout,305.0,3974312,,,,,,,,,36,6,3,0.5992063492063492,0.5277777777777778,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_4,success,0.163,10180,0.0,1458.0,107.0,0.0,3.0,36.0,4897.0,65.0,success,0.331,11176,1458.0,success,0.382,115308,0.0,1.0,8801.0,0.0,success,1.241,74852,36.0,26294.0,1045.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.5873015873015873,0.4722222222222222,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_5,success,0.109,8840,0.0,921.0,79.0,0.0,3.0,36.0,4104.0,62.0,success,0.366,9184,1070.0,success,0.377,104708,0.0,1.0,6531.0,0.0,success,0.944,67964,36.0,23640.0,798.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.5357142857142857,0.4444444444444444,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_6,success,0.461,14104,0.0,3105.0,277.0,0.0,3.0,36.0,14167.0,121.0,success,0.553,20080,3109.0,success,0.701,182892,0.0,1.0,14654.0,0.0,success,172.0,3450232,36.0,1334412.0,163431.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.5753968253968254,0.5648148148148148,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_7,success,0.281,13508,0.0,2793.0,242.0,0.0,3.0,36.0,12873.0,117.0,success,0.517,18376,2793.0,success,0.806,205104,0.0,1.0,17911.0,0.0,success,62.962,1890064,36.0,724100.0,58223.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.6150793650793651,0.5277777777777778,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_8,success,0.286,10408,0.0,1554.0,147.0,0.0,3.0,36.0,8083.0,94.0,success,0.332,11760,1554.0,success,0.55,160272,0.0,1.0,12989.0,0.0,success,1.366,83252,36.0,29613.0,1157.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.5476190476190477,0.4629629629629629,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/5_density_9,success,0.231,12152,0.0,2266.0,194.0,0.0,3.0,36.0,9399.0,94.0,success,0.451,15552,2266.0,success,0.587,152120,0.0,1.0,12151.0,0.0,success,68.113,1986468,36.0,759138.0,64122.0,0.0,0.0,0.0,0.0,3.0,36,6,3,0.6031746031746031,0.5370370370370371,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_0,success,0.895,24108,0.0,7140.0,811.0,0.0,3.0,36.0,40243.0,266.0,success,1.312,41848,7140.0,success,1.737,434816,0.0,1.0,37752.0,0.0,memout,305.0,488572,,,,,,,,,36,6,3,0.7936507936507936,0.7962962962962963,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_1,success,0.419,16592,0.0,4074.0,347.0,0.0,3.0,36.0,16475.0,134.0,success,0.707,25300,4074.0,success,0.959,295216,0.0,1.0,26628.0,0.0,memout,305.0,3993092,,,,,,,,,36,6,3,0.6865079365079365,0.6296296296296297,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_2,success,0.443,17408,0.0,4360.0,384.0,0.0,3.0,36.0,17982.0,146.0,success,0.735,26932,4360.0,success,1.0,301572,0.0,1.0,26169.0,0.0,memout,305.0,3309132,,,,,,,,,36,6,3,0.746031746031746,0.6666666666666666,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_3,success,0.854,21936,0.0,6251.0,680.0,0.0,3.0,36.0,33710.0,238.0,success,1.069,37136,6251.0,success,1.741,459136,0.0,1.0,41382.0,0.0,memout,305.0,3925808,,,,,,,,,36,6,3,0.753968253968254,0.7222222222222222,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_4,success,0.645,22200,0.0,6389.0,565.0,0.0,3.0,36.0,25685.0,175.0,success,1.085,37888,6390.0,success,1.136,307508,0.0,1.0,26477.0,0.0,memout,305.0,1822924,,,,,,,,,36,6,3,0.746031746031746,0.7777777777777778,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_5,success,0.698,22664,0.0,6557.0,630.0,0.0,3.0,36.0,29050.0,194.0,success,1.191,38800,6557.0,success,1.425,375072,0.0,1.0,32505.0,0.0,memout,305.0,3994524,,,,,,,,,36,6,3,0.753968253968254,0.7314814814814815,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_6,success,0.305,15108,0.0,3437.0,254.0,0.0,3.0,36.0,11117.0,85.0,success,0.564,21880,3437.0,success,1.154,303668,0.0,1.0,25005.0,0.0,memout,305.0,3995536,,,,,,,,,36,6,3,0.75,0.7407407407407407,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_7,success,0.561,19924,0.0,5429.0,492.0,0.0,3.0,36.0,23290.0,176.0,success,0.944,32752,5429.0,success,1.263,346468,0.0,1.0,30813.0,0.0,memout,305.0,3994248,,,,,,,,,36,6,3,0.7261904761904762,0.6851851851851852,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_8,success,0.479,19552,0.0,5286.0,423.0,0.0,3.0,36.0,19654.0,137.0,success,1.13,31928,5286.0,success,0.821,240048,0.0,1.0,20489.0,0.0,memout,305.0,3726480,,,,,,,,,36,6,3,0.7380952380952381,0.75,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/7_density_9,success,0.382,15224,0.0,3487.0,337.0,0.0,3.0,36.0,17531.0,146.0,success,0.613,22228,3487.0,success,0.868,252164,0.0,1.0,21910.0,0.0,memout,305.0,3994284,,,,,,,,,36,6,3,0.6944444444444444,0.6111111111111112,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_0,success,0.889,24260,0.0,7184.0,773.0,0.0,3.0,36.0,38674.0,265.0,success,1.35,42108,7184.0,success,1.545,461176,0.0,1.0,40722.0,0.0,memout,305.0,28404,,,,,,,,,36,6,3,0.8928571428571429,0.8425925925925926,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_1,success,0.893,24328,0.0,7209.0,811.0,0.0,3.0,36.0,39873.0,265.0,success,1.22,42224,7209.0,success,1.634,422372,0.0,1.0,36003.0,0.0,memout,305.0,25736,,,,,,,,,36,6,3,0.8968253968253969,0.8703703703703703,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_2,success,0.891,24344,0.0,7218.0,794.0,0.0,3.0,36.0,40621.0,280.0,success,1.291,42384,7218.0,success,1.849,479552,0.0,1.0,41481.0,0.0,memout,305.0,28408,,,,,,,,,36,6,3,0.9047619047619048,0.8703703703703703,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_3,success,0.792,23804,0.0,6994.0,712.0,0.0,3.0,36.0,36102.0,243.0,success,1.188,41168,6994.0,success,1.341,387616,0.0,1.0,32208.0,0.0,memout,305.0,28448,,,,,,,,,36,6,3,0.9246031746031746,0.9166666666666666,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_4,success,0.543,20536,0.0,5649.0,469.0,0.0,3.0,36.0,19420.0,136.0,success,1.136,33908,5649.0,success,1.413,365084,0.0,1.0,31053.0,0.0,memout,305.0,20792,,,,,,,,,36,6,3,0.9047619047619048,0.8796296296296297,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_5,success,0.831,25784,0.0,7805.0,761.0,0.0,3.0,36.0,37846.0,249.0,success,1.393,45456,7805.0,success,1.784,438740,0.0,1.0,37818.0,0.0,memout,305.0,25912,,,,,,,,,36,6,3,0.9325396825396826,0.925925925925926,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_6,success,1.011,27100,0.0,8346.0,937.0,0.0,3.0,36.0,48975.0,317.0,success,1.611,48168,8346.0,success,2.06,567796,0.0,1.0,48939.0,0.0,memout,305.0,28520,,,,,,,,,36,6,3,0.9166666666666666,0.9537037037037036,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_7,success,0.821,25340,0.0,7625.0,741.0,0.0,3.0,36.0,35413.0,233.0,success,1.42,44548,7625.0,success,1.941,565656,0.0,1.0,48939.0,0.0,memout,305.0,22044,,,,,,,,,36,6,3,0.8888888888888888,0.8981481481481481,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_8,success,0.99,25372,0.0,7638.0,825.0,0.0,3.0,36.0,38718.0,254.0,success,1.425,44660,7638.0,success,1.623,495828,0.0,1.0,43098.0,0.0,memout,305.0,23140,,,,,,,,,36,6,3,0.9206349206349206,0.8981481481481481,0.7692307692307693,0.8571428571428571
6_variables/36_constraints/9_density_9,success,0.657,22416,0.0,6428.0,584.0,0.0,3.0,36.0,28362.0,194.0,success,1.177,38104,6428.0,success,1.54,399704,0.0,1.0,32967.0,0.0,memout,305.0,22556,,,,,,,,,36,6,3,0.9206349206349206,0.8981481481481481,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/1_density_0,success,0.023,6636,0.0,18.0,0.0,0.0,3.0,22.0,49.0,5.0,success,0.115,3892,47.0,success,0.187,45164,0.0,0.0,6.0,0.0,success,0.024,6784,22.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2271062271062271,0.1282051282051282,0.3461538461538461,0.7142857142857143
6_variables/39_constraints/1_density_1,success,0.088,6640,0.0,16.0,1.0,0.0,3.0,25.0,27.0,3.0,success,0.137,3832,39.0,success,0.202,43452,0.0,0.0,6.0,0.0,success,0.029,6796,25.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2600732600732601,0.1282051282051282,0.5,0.5714285714285714
6_variables/39_constraints/1_density_2,success,0.053,6624,0.0,12.0,0.0,0.0,3.0,15.0,19.0,3.0,success,0.16,3860,38.0,success,0.207,45436,0.0,1.0,11.0,0.0,success,0.022,6772,15.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2051282051282051,0.094017094017094,0.3846153846153846,0.4285714285714285
6_variables/39_constraints/1_density_3,success,0.025,6672,0.0,33.0,1.0,0.0,3.0,22.0,131.0,7.0,success,0.12,3800,72.0,success,0.167,45468,0.0,0.0,4.0,0.0,success,0.025,6924,22.0,81.0,1.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2417582417582417,0.1709401709401709,0.3461538461538461,0.5714285714285714
6_variables/39_constraints/1_density_4,success,0.128,6636,0.0,20.0,0.0,0.0,3.0,19.0,48.0,5.0,success,0.151,3832,43.0,success,0.168,45532,0.0,1.0,19.0,0.0,success,0.02,6776,19.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2234432234432234,0.1111111111111111,0.4615384615384615,0.7142857142857143
6_variables/39_constraints/1_density_5,success,0.026,6632,0.0,16.0,0.0,0.0,3.0,20.0,23.0,3.0,success,0.151,3876,39.0,success,0.173,45536,0.0,1.0,16.0,0.0,success,0.023,6804,20.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2271062271062271,0.0854700854700854,0.3461538461538461,0.4285714285714285
6_variables/39_constraints/1_density_6,success,0.098,6644,0.0,24.0,1.0,0.0,3.0,20.0,58.0,5.0,success,0.119,3888,48.0,success,0.236,45400,0.0,1.0,43.0,0.0,success,0.024,6904,20.0,54.0,1.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2417582417582417,0.1282051282051282,0.6923076923076923,0.8571428571428571
6_variables/39_constraints/1_density_7,success,0.024,6636,0.0,15.0,1.0,0.0,3.0,24.0,23.0,3.0,success,0.223,3880,36.0,success,0.233,45200,0.0,0.0,7.0,0.0,success,0.023,6788,24.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2454212454212454,0.1452991452991453,0.5,0.7142857142857143
6_variables/39_constraints/1_density_8,success,0.025,6628,0.0,14.0,0.0,0.0,3.0,20.0,14.0,3.0,success,0.147,3780,34.0,success,0.197,45680,0.0,1.0,15.0,0.0,success,0.024,6780,20.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2271062271062271,0.094017094017094,0.4615384615384615,0.8571428571428571
6_variables/39_constraints/1_density_9,success,0.051,6620,0.0,10.0,0.0,0.0,3.0,15.0,18.0,3.0,success,0.165,3848,38.0,success,0.283,43480,0.0,0.0,5.0,0.0,success,0.033,6776,15.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.2051282051282051,0.0769230769230769,0.3461538461538461,0.5714285714285714
6_variables/39_constraints/3_density_0,success,0.268,8828,0.0,979.0,83.0,0.0,3.0,37.0,5350.0,56.0,success,0.302,9432,1034.0,success,0.316,82524,0.0,1.0,3482.0,0.0,success,0.252,22140,37.0,6209.0,198.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.4212454212454212,0.3931623931623931,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/3_density_1,success,0.044,7168,0.0,265.0,18.0,0.0,3.0,37.0,1047.0,24.0,success,0.15,4976,275.0,success,0.198,53668,0.0,1.0,873.0,0.0,success,0.168,15324,37.0,3563.0,111.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.4139194139194139,0.2564102564102564,0.7307692307692307,0.8571428571428571
6_variables/39_constraints/3_density_2,success,0.074,8176,0.0,715.0,48.0,0.0,3.0,38.0,3071.0,42.0,success,0.266,7664,744.0,success,0.289,57772,0.0,1.0,951.0,0.0,success,0.25,21020,38.0,5791.0,192.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.4065934065934066,0.3504273504273504,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/3_density_3,success,0.19,7112,0.0,220.0,15.0,0.0,3.0,35.0,1011.0,30.0,success,0.195,4860,243.0,success,0.184,57680,0.0,1.0,1282.0,0.0,success,0.05,9240,35.0,1049.0,26.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.358974358974359,0.2649572649572649,0.7307692307692307,0.8571428571428571
6_variables/39_constraints/3_density_4,success,0.095,8176,0.0,689.0,61.0,0.0,3.0,37.0,3966.0,65.0,success,0.312,7476,696.0,success,0.269,80156,0.0,1.0,3299.0,0.0,success,0.266,23304,37.0,6660.0,209.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.4175824175824176,0.3333333333333333,0.7307692307692307,0.8571428571428571
6_variables/39_constraints/3_density_5,success,0.095,6996,0.0,167.0,10.0,0.0,3.0,38.0,436.0,16.0,success,0.199,4704,213.0,success,0.214,45568,0.0,1.0,213.0,0.0,success,0.037,7256,38.0,198.0,8.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.4175824175824176,0.3504273504273504,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/3_density_6,success,0.157,6752,0.0,192.0,20.0,0.0,3.0,33.0,1667.0,33.0,success,0.157,4640,218.0,success,0.171,51664,0.0,1.0,672.0,0.0,success,0.03,7252,33.0,198.0,6.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.3663003663003663,0.2735042735042735,0.7307692307692307,0.8571428571428571
6_variables/39_constraints/3_density_7,success,0.088,8140,0.0,660.0,57.0,0.0,3.0,37.0,3482.0,58.0,success,0.213,7868,753.0,success,0.349,78160,0.0,1.0,3555.0,0.0,success,1.63,95472,37.0,34745.0,1387.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.4395604395604395,0.358974358974359,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/3_density_8,success,0.069,6964,0.0,150.0,10.0,0.0,3.0,31.0,610.0,21.0,success,0.199,4468,161.0,success,0.176,49484,0.0,1.0,559.0,0.0,success,0.034,7712,31.0,389.0,11.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.3516483516483517,0.2222222222222222,0.7307692307692307,0.8571428571428571
6_variables/39_constraints/3_density_9,success,0.075,6980,0.0,160.0,9.0,0.0,3.0,37.0,429.0,11.0,success,0.16,4360,168.0,success,0.187,51740,0.0,1.0,565.0,0.0,success,0.035,7528,37.0,310.0,10.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.3992673992673993,0.2478632478632478,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_0,success,0.243,12804,0.0,2560.0,208.0,0.0,3.0,38.0,11274.0,96.0,success,0.521,18152,2561.0,success,0.66,188856,0.0,1.0,16677.0,0.0,success,25.96,1029356,38.0,390343.0,23735.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5641025641025641,0.5042735042735043,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_1,success,0.415,14152,0.0,3162.0,320.0,0.0,3.0,38.0,19178.0,154.0,success,0.694,21708,3164.0,success,0.864,246292,0.0,1.0,22485.0,0.0,success,32.931,1191104,38.0,457237.0,30194.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5531135531135531,0.4871794871794871,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_2,success,0.114,8964,0.0,932.0,57.0,0.0,3.0,39.0,2208.0,22.0,success,0.376,8880,932.0,success,0.396,94652,0.0,1.0,5574.0,0.0,success,0.633,41844,39.0,13516.0,525.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5677655677655677,0.4615384615384615,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_3,success,0.451,14132,0.0,3077.0,345.0,0.0,3.0,39.0,19925.0,151.0,success,0.587,21080,3077.0,success,0.944,258440,0.0,1.0,23853.0,0.0,success,18.432,810776,39.0,310512.0,16446.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5824175824175825,0.4871794871794871,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_4,success,0.403,16656,0.0,4174.0,359.0,0.0,3.0,39.0,19193.0,159.0,success,0.926,27484,4174.0,success,1.098,293160,0.0,1.0,27974.0,0.0,success,186.294,3791152,39.0,1455253.0,178596.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5824175824175825,0.5555555555555556,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_5,success,0.182,11388,0.0,2021.0,143.0,0.0,3.0,39.0,7145.0,70.0,success,0.481,15032,2021.0,success,0.461,137856,0.0,1.0,10824.0,0.0,success,72.552,2077360,39.0,801546.0,68040.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5421245421245421,0.4871794871794871,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_6,success,0.346,12712,0.0,2485.0,236.0,0.0,3.0,39.0,11347.0,105.0,success,0.561,17756,2485.0,success,0.682,174396,0.0,1.0,14450.0,0.0,success,67.539,1963120,39.0,750574.0,63081.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5934065934065934,0.5384615384615384,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_7,success,0.669,21656,0.0,6267.0,600.0,0.0,3.0,39.0,32231.0,204.0,success,1.21,39640,6267.0,success,1.761,463120,0.0,1.0,44805.0,0.0,success,107.172,2651320,39.0,1020505.0,101116.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.6263736263736264,0.6068376068376068,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_8,success,0.241,12060,0.0,2226.0,197.0,0.0,3.0,39.0,9650.0,90.0,success,0.493,16348,2226.0,success,0.613,166476,0.0,1.0,13912.0,0.0,success,20.516,904816,39.0,345353.0,18543.0,0.0,0.0,0.0,0.0,3.0,39,6,3,0.5677655677655677,0.4700854700854701,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/5_density_9,success,0.657,20172,0.0,5762.0,496.0,0.0,3.0,38.0,24605.0,171.0,success,1.091,36700,5767.0,success,1.182,307880,0.0,1.0,27812.0,0.0,memout,305.0,3522664,,,,,,,,,39,6,3,0.5677655677655677,0.6153846153846154,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/7_density_0,success,0.781,25948,0.0,7884.0,702.0,0.0,3.0,39.0,34472.0,196.0,success,1.459,48984,7884.0,success,1.587,430284,0.0,1.0,39708.0,0.0,memout,305.0,3603124,,,,,,,,,39,6,3,0.7289377289377289,0.6666666666666666,0.7692307692307693,0.8571428571428571
6_variables/39_constraints/7_density_1,success,0.824,25176,0.0,7607.0,722.0,0.0,3.0,39.0,36346.0,230.0,success,1.324,47296,7607.0,success,2.257,551576,0.0,1.0,52056.0,0.0,memout,305.0,3155400,,,,,,,,,39,6,3,0.7142857142857143,0.6837606837606838,0.7692307692307693,0.8571428571428571
