,CAlC-QE,CAlC-QE,CAlC-QE,CAlC-Opt,CAlC-Opt,CAlC-Opt,CAlC-Opt,CAlC-Opt,CAlC-Opt+,CAlC-Opt+,CAlC-Opt+,CAlC-Opt+,CAlC-Opt+,CDCL-OCAC,CDCL-OCAC,CDCL-OCAC,OptiMathSat,OptiMathSat,OptiMathSat
,answer,runtime,peak_memory_kbytes,answer,runtime,peak_memory_kbytes,smtrat-coveringng_minimization.unbounded,smtrat-coveringng_minimization.open,answer,runtime,peak_memory_kbytes,smtrat-coveringng_minimization.unbounded,smtrat-coveringng_minimization.open,answer,runtime,peak_memory_kbytes,answer,runtime,peak_memory_kbytes
sec_clearance_sdac/security-clearance__security-clearance-2-3_25.smt2,timeout,63094,1567092,timeout,63072,1566436,0.0,0.0,timeout,63062,1569432,0.0,0.0,timeout,63016,42220,timeout,63115,1136712
sec_clearance_sdac/security-clearance__security-clearance-5-4_15.smt2,timeout,63016,27064,timeout,63012,27040,,,timeout,63017,27068,,,timeout,63019,59212,timeout,63130,2012676
sec_clearance_sdac/security-clearance__security-clearance-10-3_15.smt2,timeout,63024,59052,timeout,63018,59028,,,timeout,63018,59056,,,timeout,63025,120832,timeout,63139,2235460
sec_clearance_sdac/security-clearance__security-clearance-7-2_10.smt2,timeout,63069,1238780,timeout,63046,1233884,,,timeout,63247,1242300,0.0,0.0,timeout,63023,242748,timeout,63120,1878200
sec_clearance_sdac/security-clearance__security-clearance-3-2_75.smt2,timeout,63017,49008,timeout,63017,48984,,,timeout,63014,49012,,,timeout,63019,139256,timeout,63048,520924
sec_clearance_sdac/security-clearance__security-clearance-2-3_10.smt2,timeout,63028,210484,timeout,63023,195048,0.0,0.0,timeout,63027,195996,0.0,0.0,timeout,63020,75888,timeout,63131,1390836
sec_clearance_sdac/security-clearance__security-clearance-6-5_75.smt2,timeout,63032,529588,timeout,63045,530080,,,timeout,63037,530192,,,timeout,63020,217032,timeout,63115,1974344
sec_clearance_sdac/security-clearance__security-clearance-9-3_35.smt2,timeout,63024,163448,timeout,63019,163292,,,timeout,63024,163692,,,timeout,63024,118080,timeout,63075,1432204
sec_clearance_sdac/security-clearance__security-clearance-6-3_100.smt2,timeout,63033,397876,timeout,63038,398628,,,timeout,63031,398540,,,timeout,63038,222760,timeout,63109,1057704
sec_clearance_sdac/security-clearance__security-clearance-8-2_50.smt2,timeout,63023,138104,timeout,63023,139496,,,timeout,63018,138316,,,timeout,63030,132860,timeout,63123,1892296
sec_clearance_sdac/security-clearance__security-clearance-6-2_35.smt2,timeout,63039,50000,timeout,63017,49848,,,timeout,63019,50000,,,timeout,63030,176508,timeout,63121,2110372
sec_clearance_sdac/security-clearance__security-clearance-9-4_25.smt2,timeout,63024,146392,timeout,63022,146368,,,timeout,63022,146536,,,timeout,63105,104856,timeout,63104,2569360
sec_clearance_sdac/security-clearance__security-clearance-2-3_35.smt2,timeout,63098,1693916,timeout,63104,3459216,0.0,0.0,timeout,63079,1675512,0.0,0.0,timeout,63018,56592,timeout,63143,1551212
sec_clearance_sdac/security-clearance__security-clearance-10-3_10.smt2,timeout,63020,36052,timeout,63016,36028,,,timeout,63016,36056,,,timeout,63016,71132,timeout,63131,2425920
sec_clearance_sdac/security-clearance__security-clearance-10-4_20.smt2,timeout,63082,128968,timeout,63020,128944,,,timeout,63030,128972,,,timeout,63021,136512,timeout,63164,1789332
sec_clearance_sdac/security-clearance__security-clearance-10-2_35.smt2,timeout,63025,125120,timeout,63021,125664,,,timeout,63020,125080,,,timeout,63019,108736,timeout,63111,1694756
sec_clearance_sdac/security-clearance__security-clearance-5-2_15.smt2,timeout,63105,1491460,timeout,63046,1482120,0.0,0.0,timeout,63088,1484848,0.0,0.0,timeout,63017,51256,timeout,63105,1781968
sec_clearance_sdac/security-clearance__security-clearance-7-3_50.smt2,timeout,63027,171588,timeout,63019,171564,,,timeout,63018,171592,,,timeout,63022,134516,timeout,63128,2030380
sec_clearance_sdac/security-clearance__security-clearance-5-3_15.smt2,timeout,63048,603460,timeout,63015,20748,,,timeout,63242,1643440,0.0,0.0,timeout,63018,51560,timeout,63167,2175164
sec_clearance_sdac/security-clearance__security-clearance-4-5_20.smt2,timeout,63020,35116,timeout,63013,35092,,,timeout,63013,35120,,,timeout,63021,65492,timeout,63149,1954752
sec_clearance_sdac/security-clearance__security-clearance-9-2_10.smt2,timeout,63085,2104444,timeout,63015,21436,,,timeout,63016,21464,,,timeout,63025,57616,timeout,63133,2267924
sec_clearance_sdac/security-clearance__security-clearance-3-2_35.smt2,timeout,63024,97236,timeout,63016,20128,,,timeout,63098,2287156,0.0,0.0,timeout,63022,77316,timeout,63130,1831048
sec_clearance_sdac/security-clearance__security-clearance-3-4_50.smt2,timeout,63025,56020,timeout,63015,55632,,,timeout,63016,55700,,,timeout,63020,136496,timeout,63161,1660008
sec_clearance_sdac/security-clearance__security-clearance-3-5_75.smt2,timeout,63024,133280,timeout,63019,131848,,,timeout,63019,133640,,,timeout,63023,132568,timeout,63115,1777024
sec_clearance_sdac/security-clearance__security-clearance-9-4_20.smt2,timeout,63035,105380,timeout,63017,104796,,,timeout,63021,105036,,,timeout,63022,154000,timeout,63170,2033380
sec_clearance_sdac/security-clearance__security-clearance-5-4_20.smt2,timeout,63017,37656,timeout,63015,37628,,,timeout,63019,37656,,,timeout,63024,78144,timeout,63217,2091484
sec_clearance_sdac/security-clearance__security-clearance-10-2_20.smt2,timeout,63020,55892,timeout,63017,55812,,,timeout,63017,56120,,,timeout,63018,157724,timeout,63114,1890284
sec_clearance_sdac/security-clearance__security-clearance-4-2_50.smt2,timeout,63021,44056,timeout,63014,43344,,,timeout,63014,43364,,,timeout,63020,178600,timeout,63202,1815140
sec_clearance_sdac/security-clearance__security-clearance-4-2_25.smt2,timeout,63073,1597884,timeout,63015,19836,,,timeout,63079,1877316,0.0,0.0,timeout,63018,65148,timeout,63086,1853220
sec_clearance_sdac/security-clearance__security-clearance-7-4_15.smt2,timeout,63017,45664,timeout,63016,45116,,,timeout,63015,45468,,,timeout,63019,77140,timeout,63121,2439800
sec_clearance_sdac/security-clearance__security-clearance-2-3_20.smt2,timeout,63066,888124,timeout,63034,885716,0.0,0.0,timeout,63047,889796,0.0,0.0,timeout,63014,38764,timeout,63150,1454308
sec_clearance_sdac/security-clearance__security-clearance-8-5_25.smt2,timeout,63078,160824,timeout,63022,160800,,,timeout,63021,160824,,,timeout,63024,106540,timeout,63159,2324456
sec_clearance_sdac/security-clearance__security-clearance-5-5_75.smt2,timeout,63035,359840,timeout,63027,358908,,,timeout,63025,359888,,,timeout,63025,199528,timeout,63203,2022984
sec_clearance_sdac/security-clearance__security-clearance-2-2_35.smt2,timeout,63083,2553516,timeout,63080,2534624,0.0,0.0,timeout,63099,2539216,0.0,0.0,timeout,63016,56064,timeout,63155,1133568
sec_clearance_sdac/security-clearance__security-clearance-2-4_25.smt2,timeout,63090,2045088,timeout,63082,2207516,0.0,0.0,timeout,63084,2037116,0.0,0.0,timeout,63026,43448,timeout,63086,1384232
sec_clearance_sdac/security-clearance__security-clearance-3-5_35.smt2,timeout,63015,46248,timeout,63014,46328,,,timeout,63017,45420,,,timeout,63041,90160,timeout,63143,1659152
sec_clearance_sdac/security-clearance__security-clearance-4-5_75.smt2,timeout,63030,226444,timeout,63018,226420,,,timeout,63027,226448,,,timeout,63040,164376,timeout,63152,2271476
sec_clearance_sdac/security-clearance__security-clearance-5-4_75.smt2,timeout,63024,254368,timeout,63020,254292,,,timeout,63026,253972,,,timeout,63029,168476,timeout,63133,1910596
sec_clearance_sdac/security-clearance__security-clearance-8-3_75.smt2,timeout,63071,450828,timeout,63028,450688,,,timeout,63032,451140,,,timeout,63025,198216,timeout,63154,1454984
sec_clearance_sdac/security-clearance__security-clearance-4-3_75.smt2,timeout,63027,116004,timeout,63018,114480,,,timeout,63013,115384,,,timeout,63021,140352,timeout,63112,1829600
sec_clearance_sdac/security-clearance__security-clearance-3-5_10.smt2,timeout,63055,743036,timeout,63040,742032,0.0,0.0,timeout,63041,744088,0.0,0.0,timeout,63021,37248,timeout,63094,1866528
sec_clearance_sdac/security-clearance__security-clearance-8-4_35.smt2,timeout,63021,195760,timeout,63023,195636,,,timeout,63026,194744,,,timeout,63026,119364,timeout,63128,2061032
sec_clearance_sdac/security-clearance__security-clearance-7-2_15.smt2,timeout,63023,22944,timeout,63015,22916,,,timeout,63014,22944,,,timeout,63015,75096,timeout,63119,2414684
sec_clearance_sdac/security-clearance__security-clearance-6-3_75.smt2,timeout,63033,246992,timeout,63027,245568,,,timeout,63024,244628,,,timeout,63025,187196,timeout,63157,1477180
sec_clearance_sdac/security-clearance__security-clearance-6-5_25.smt2,timeout,63026,91532,timeout,63013,91068,,,timeout,63018,91664,,,timeout,63020,131512,timeout,63124,2137736
sec_clearance_sdac/security-clearance__security-clearance-8-5_10.smt2,timeout,63018,46484,timeout,63028,46304,,,timeout,63019,46332,,,timeout,63021,83156,timeout,63134,2292328
sec_clearance_sdac/security-clearance__security-clearance-3-3_50.smt2,timeout,63020,42516,timeout,63017,41416,,,timeout,63016,42636,,,timeout,63021,142988,timeout,63240,1572440
sec_clearance_sdac/security-clearance__security-clearance-8-3_35.smt2,timeout,63019,130124,timeout,63019,130276,,,timeout,63019,130328,,,timeout,63022,105888,timeout,63187,2134712
sec_clearance_sdac/security-clearance__security-clearance-2-2_75.smt2,timeout,63026,29820,timeout,63016,29796,,,timeout,63014,29824,,,timeout,63021,151740,timeout,63080,797508
sec_clearance_sdac/security-clearance__security-clearance-6-4_25.smt2,timeout,63023,66688,timeout,63018,66664,,,timeout,63016,66692,,,timeout,63021,121632,timeout,63148,2123440
sec_clearance_sdac/security-clearance__security-clearance-2-4_50.smt2,timeout,63026,32164,timeout,63013,32136,,,timeout,63016,32168,,,timeout,63020,101140,timeout,63129,1962440
sec_clearance_sdac/security-clearance__security-clearance-3-4_100.smt2,timeout,63019,154976,timeout,63022,154068,,,timeout,63019,155560,,,timeout,63017,150216,timeout,63203,1952280
sec_clearance_sdac/security-clearance__security-clearance-4-4_20.smt2,timeout,63016,27540,timeout,63015,27516,,,timeout,63016,27544,,,timeout,63015,62404,timeout,63174,1884048
sec_clearance_sdac/security-clearance__security-clearance-5-3_25.smt2,timeout,63056,35996,timeout,63019,36396,,,timeout,63017,36944,,,timeout,63023,86756,timeout,63182,1941084
sec_clearance_sdac/security-clearance__security-clearance-6-2_25.smt2,timeout,63025,32936,timeout,63015,32912,,,timeout,63016,32940,,,timeout,63023,108320,timeout,63098,1650868
sec_clearance_sdac/security-clearance__security-clearance-9-5_50.smt2,timeout,63036,659960,timeout,63028,660484,,,timeout,63044,660804,,,timeout,63035,215344,timeout,63156,1957812
sec_clearance_sdac/security-clearance__security-clearance-7-5_35.smt2,timeout,63020,205520,timeout,63021,205384,,,timeout,63020,205928,,,timeout,63020,126052,timeout,63161,2348304
sec_clearance_sdac/security-clearance__security-clearance-4-5_50.smt2,timeout,63026,120948,timeout,63035,121480,,,timeout,63023,121812,,,timeout,63019,102716,timeout,63116,1865084
sec_clearance_sdac/security-clearance__security-clearance-8-2_100.smt2,timeout,63033,438228,timeout,63036,437260,,,timeout,63023,437684,,,timeout,63024,226488,timeout,63104,1499092
sec_clearance_sdac/security-clearance__security-clearance-4-3_35.smt2,timeout,63019,40624,timeout,63013,39564,,,timeout,63017,39588,,,timeout,63025,112052,timeout,63088,1626280
sec_clearance_sdac/security-clearance__security-clearance-2-5_25.smt2,timeout,63057,1519648,timeout,63057,1514736,0.0,0.0,timeout,63067,1498436,0.0,0.0,timeout,63015,50112,timeout,63084,1743888
sec_clearance_sdac/security-clearance__security-clearance-2-5_100.smt2,timeout,63027,105696,timeout,63015,105296,,,timeout,63020,104628,,,timeout,63023,128648,timeout,63127,1022840
sec_clearance_sdac/security-clearance__security-clearance-3-5_20.smt2,timeout,63019,23776,timeout,63019,23752,,,timeout,63016,23544,,,timeout,63017,52676,timeout,63149,1925656
sec_clearance_sdac/security-clearance__security-clearance-2-5_35.smt2,timeout,63020,26724,timeout,63012,26700,,,timeout,63016,26728,,,timeout,63016,65284,timeout,63117,1957672
sec_clearance_sdac/security-clearance__security-clearance-7-5_100.smt2,timeout,63060,1240556,timeout,63051,1213000,,,timeout,63045,1213444,,,timeout,63029,314848,timeout,63139,2039968
sec_clearance_sdac/security-clearance__security-clearance-8-3_10.smt2,timeout,63018,25528,timeout,63015,25504,,,timeout,63012,25532,,,timeout,63020,75000,timeout,63311,2212600
sec_clearance_sdac/security-clearance__security-clearance-7-3_25.smt2,timeout,63022,62288,timeout,63016,62084,,,timeout,63015,62112,,,timeout,63019,137608,timeout,63128,1940056
sec_clearance_sdac/security-clearance__security-clearance-7-5_50.smt2,timeout,63038,370260,timeout,63025,369792,,,timeout,63025,371584,,,timeout,63022,168540,timeout,63106,2038408
sec_clearance_sdac/security-clearance__security-clearance-9-4_15.smt2,timeout,63019,72276,timeout,63015,71008,,,timeout,63018,72172,,,timeout,63021,104336,timeout,63090,2068280
sec_clearance_sdac/security-clearance__security-clearance-4-4_25.smt2,timeout,63016,35532,timeout,63015,36324,,,timeout,63016,35536,,,timeout,63018,76376,timeout,63071,1624980
sec_clearance_sdac/security-clearance__security-clearance-4-4_10.smt2,timeout,63107,938968,timeout,63088,947808,0.0,0.0,timeout,63058,950140,0.0,0.0,timeout,63029,321120,timeout,63104,1729732
sec_clearance_sdac/security-clearance__security-clearance-7-5_10.smt2,timeout,63018,36956,timeout,63015,36932,,,timeout,63025,36960,,,timeout,63019,59896,timeout,63263,2018408
sec_clearance_sdac/security-clearance__security-clearance-2-3_50.smt2,timeout,63022,25296,timeout,63014,25272,,,timeout,63013,25300,,,timeout,63019,83464,timeout,63125,1675756
sec_clearance_sdac/security-clearance__security-clearance-2-4_75.smt2,timeout,63022,53360,timeout,63020,53068,,,timeout,63015,53364,,,timeout,63022,160352,timeout,63061,930948
sec_clearance_sdac/security-clearance__security-clearance-3-2_15.smt2,timeout,63069,559792,timeout,63037,586024,0.0,0.0,timeout,63050,557400,0.0,0.0,timeout,63018,41300,timeout,63169,1608008
sec_clearance_sdac/security-clearance__security-clearance-5-2_25.smt2,timeout,63016,25636,timeout,63014,25616,,,timeout,63027,25644,,,timeout,63024,82380,timeout,63135,1799412
sec_clearance_sdac/security-clearance__security-clearance-3-4_20.smt2,timeout,63080,1533104,timeout,63095,2504556,0.0,0.0,timeout,63052,1524920,0.0,0.0,timeout,63020,51416,timeout,63079,1702476
sec_clearance_sdac/security-clearance__security-clearance-3-4_10.smt2,timeout,63046,533580,timeout,63030,532156,0.0,0.0,timeout,63037,531840,0.0,0.0,timeout,63024,202056,timeout,63095,1541204
sec_clearance_sdac/security-clearance__security-clearance-10-2_15.smt2,timeout,63018,39204,timeout,63016,38700,,,timeout,63017,38816,,,timeout,63024,103916,timeout,63156,1974248
sec_clearance_sdac/security-clearance__security-clearance-5-3_50.smt2,timeout,63035,93080,timeout,63019,92900,,,timeout,63021,92160,,,timeout,63053,98308,timeout,63152,2007756
sec_clearance_sdac/security-clearance__security-clearance-8-3_100.smt2,timeout,63050,736220,timeout,63061,734044,,,timeout,63072,713584,,,timeout,63024,251620,timeout,63118,1948748
sec_clearance_sdac/security-clearance__security-clearance-3-5_25.smt2,timeout,63020,30468,timeout,63019,30444,,,timeout,63016,30472,,,timeout,63020,66088,timeout,63184,1847968
sec_clearance_sdac/security-clearance__security-clearance-8-4_50.smt2,timeout,63031,345480,timeout,63027,345948,,,timeout,63024,346188,,,timeout,63021,168500,timeout,63066,2162140
sec_clearance_sdac/security-clearance__security-clearance-8-2_15.smt2,timeout,63018,27760,timeout,63013,27736,,,timeout,63019,27764,,,timeout,63019,76684,timeout,63160,1861572
sec_clearance_sdac/security-clearance__security-clearance-3-4_35.smt2,timeout,63021,35892,timeout,63017,35868,,,timeout,63015,35896,,,timeout,63025,82064,timeout,63076,2111844
sec_clearance_sdac/security-clearance__security-clearance-10-3_75.smt2,timeout,63059,742048,timeout,63042,755520,,,timeout,63044,753756,,,timeout,63023,247136,timeout,63093,1967312
hvac/hvac__instance_1_10_35.smt2,timeout,63018,23144,timeout,63014,23116,,,timeout,63017,23148,,,unsat,3186,49816,unsat,14711,502216
hvac/hvac__instance_1_16_100.smt2,timeout,63019,160856,timeout,63170,166316,,,timeout,63022,166216,,,unsat,14644,135444,timeout,63185,2384924
hvac/hvac__instance_1_8_100.smt2,timeout,63024,68632,timeout,63025,68604,,,timeout,63018,68860,,,unsat,19046,100084,timeout,63104,2431792
hvac/hvac__instance_1_13_35.smt2,timeout,63020,29252,timeout,63014,29224,,,timeout,63027,29256,,,unsat,2886,51688,unsat,9514,371940
hvac/hvac__instance_1_14_100.smt2,timeout,63021,137740,timeout,63019,135940,,,timeout,63019,136596,,,unsat,17563,132240,timeout,63160,2484004
hvac/hvac__instance_1_7_10.smt2,timeout,63020,118136,timeout,63022,117880,0.0,0.0,timeout,63014,118784,0.0,0.0,unsat,298,22348,unsat,328,27440
hvac/hvac__instance_1_1_20.smt2,timeout,63038,393284,timeout,63027,391392,0.0,0.0,timeout,63034,488316,0.0,0.0,unsat,289,24868,unsat,29801,909840
hvac/hvac__instance_1_3_50.smt2,timeout,63107,3570920,timeout,63142,3568020,0.0,0.0,timeout,63160,3568744,0.0,0.0,unsat,1487,41296,timeout,63089,1864064
hvac/hvac__instance_1_6_100.smt2,timeout,63026,53144,timeout,63016,53116,,,timeout,63016,53884,,,unsat,9501,91192,timeout,63133,2465324
hvac/hvac__instance_1_13_75.smt2,timeout,63024,79660,timeout,63017,79892,,,timeout,63020,79988,,,unsat,8932,91768,timeout,63220,2639952
hvac/hvac__instance_1_15_25.smt2,timeout,63018,23320,timeout,63014,23292,,,timeout,63016,23324,,,unsat,1505,45680,unsat,3552,174532
hvac/hvac__instance_1_7_35.smt2,timeout,63181,2374396,timeout,63093,2399272,0.0,0.0,timeout,63056,2397436,0.0,0.0,unsat,996,39744,unsat,13286,531068
hvac/hvac__instance_1_4_100.smt2,timeout,63027,39564,timeout,63017,39536,,,timeout,63016,39568,,,unsat,6835,74448,unsat,48061,1761836
hvac/hvac__instance_1_12_10.smt2,unsat,5296,582252,unsat,5053,582212,0.0,0.0,unsat,5906,582284,0.0,0.0,unsat,365,25036,unsat,420,33376
hvac/hvac__instance_1_11_75.smt2,timeout,63038,64712,timeout,63015,64684,,,timeout,63013,64716,,,unsat,11321,93324,timeout,63104,2304876
hvac/hvac__instance_1_7_25.smt2,timeout,63068,997864,timeout,63043,1011336,0.0,0.0,timeout,63135,1008328,0.0,0.0,unsat,1249,33540,unsat,33710,1028964
hvac/hvac__instance_1_4_25.smt2,timeout,63036,662916,timeout,63049,663688,0.0,0.0,timeout,63031,663608,0.0,0.0,unsat,776,29868,unsat,2811,153472
hvac/hvac__instance_1_5_20.smt2,timeout,63046,447096,timeout,63036,446336,0.0,0.0,timeout,63032,447824,0.0,0.0,unsat,587,27128,unsat,2345,128648
hvac/hvac__instance_1_3_10.smt2,timeout,63021,59404,timeout,63019,60000,0.0,0.0,timeout,63032,60300,0.0,0.0,unsat,229,19884,unsat,399,25752
hvac/hvac__instance_1_2_75.smt2,timeout,63022,20604,timeout,63015,20576,,,timeout,63020,20608,,,unsat,4320,55264,unsat,30369,1024120
hvac/hvac__instance_1_7_100.smt2,timeout,63021,60268,timeout,63023,60240,,,timeout,63017,60260,,,unsat,6164,93680,timeout,63092,2564980
hvac/hvac__instance_1_9_25.smt2,timeout,63137,3680360,timeout,63101,3801012,0.0,0.0,timeout,63130,3746328,0.0,0.0,unsat,1518,38128,unsat,5483,236308
hvac/hvac__instance_1_14_75.smt2,timeout,63024,87072,timeout,63016,87048,,,timeout,63019,87080,,,unsat,10370,103620,timeout,63108,2237752
hvac/hvac__instance_1_14_50.smt2,timeout,63016,50644,timeout,63016,49764,,,timeout,63018,50396,,,unsat,4903,72960,unsat,20010,760180
hvac/hvac__instance_1_16_15.smt2,timeout,63054,1504368,timeout,63079,1504320,0.0,0.0,timeout,63047,1504392,0.0,0.0,unsat,653,32544,unsat,1295,72656
hvac/hvac__instance_1_12_50.smt2,timeout,63020,42264,timeout,63021,42232,,,timeout,63017,42268,,,unsat,3786,62876,unsat,54973,1959848
hvac/hvac__instance_1_6_35.smt2,timeout,63073,1477608,timeout,63092,1476548,0.0,0.0,timeout,63069,1478656,0.0,0.0,unsat,853,37884,unsat,21144,630216
hvac/hvac__instance_1_5_75.smt2,timeout,63017,31852,timeout,63018,31828,,,timeout,63016,31860,,,unsat,5610,65768,unsat,27647,1115644
hvac/hvac__instance_1_15_35.smt2,timeout,63018,34236,timeout,63015,34204,,,timeout,63018,34240,,,unsat,1458,53136,timeout,63119,1592780
hvac/hvac__instance_1_8_50.smt2,timeout,63019,28380,timeout,63015,28352,,,timeout,63013,28384,,,unsat,2704,54888,timeout,63110,1579272
hvac/hvac__instance_1_10_75.smt2,timeout,63019,58480,timeout,63024,58452,,,timeout,63025,58484,,,unsat,8027,85740,unsat,28107,1152412
hvac/hvac__instance_1_11_35.smt2,timeout,63019,25172,timeout,63020,25148,,,timeout,63017,25180,,,unsat,2002,50128,unsat,15562,575912
hvac/hvac__instance_1_3_25.smt2,timeout,63105,533108,timeout,63026,534816,0.0,0.0,timeout,63035,535008,0.0,0.0,unsat,630,28580,timeout,63088,1874920
hvac/hvac__instance_1_14_15.smt2,timeout,63098,2650612,timeout,63080,2730360,0.0,0.0,timeout,63097,2650784,0.0,0.0,unsat,814,31504,unsat,14489,591912
hvac/hvac__instance_1_5_100.smt2,timeout,63058,45696,timeout,63016,45668,,,timeout,63017,45700,,,unsat,7911,76336,timeout,63118,2108312
hvac/hvac__instance_1_13_25.smt2,timeout,63017,20580,timeout,63128,3007908,0.0,0.0,timeout,63013,20584,,,unsat,1149,40316,unsat,21624,653152
hvac/hvac__instance_1_4_15.smt2,timeout,63034,182088,timeout,63033,182688,0.0,0.0,timeout,63026,182128,0.0,0.0,unsat,278,23600,unsat,1136,57724
hvac/hvac__instance_1_1_50.smt2,memout,20717,3994500,memout,12586,3994516,,,memout,19106,3994576,,,timeout,63019,48484,timeout,63166,2308832
hvac/hvac__instance_1_11_100.smt2,timeout,63020,98752,timeout,63020,98720,,,timeout,63018,98744,,,unsat,16522,118804,timeout,63116,2562476
hvac/hvac__instance_1_7_75.smt2,timeout,63018,41488,timeout,63017,41460,,,timeout,63018,41492,,,unsat,4125,69048,timeout,63100,1850512
hvac/hvac__instance_1_14_35.smt2,timeout,63024,31728,timeout,63012,31700,,,timeout,63015,31732,,,unsat,2924,53804,timeout,63111,2113136
hvac/hvac__instance_1_11_15.smt2,unsat,58086,1637044,unsat,52935,1636976,0.0,0.0,timeout,60630,1637124,0.0,0.0,unsat,565,29468,unsat,1046,68384
hvac/hvac__instance_1_16_50.smt2,timeout,63051,59144,timeout,63014,59384,,,timeout,63018,59148,,,unsat,4160,74284,unsat,15742,623716
hvac/hvac__instance_1_10_100.smt2,timeout,63030,87916,timeout,63022,87888,,,timeout,63019,87920,,,unsat,9799,102692,timeout,63108,1752156
hvac/hvac__instance_1_7_20.smt2,timeout,63039,571744,timeout,63059,571496,0.0,0.0,timeout,63053,578936,0.0,0.0,unsat,508,30980,unsat,3121,136992
hvac/hvac__instance_1_4_10.smt2,timeout,63044,73188,timeout,63020,72848,0.0,0.0,timeout,63018,73168,0.0,0.0,unsat,208,20724,unsat,250,24868
hvac/hvac__instance_1_5_50.smt2,timeout,63023,20488,timeout,63190,20460,,,timeout,63016,20492,,,unsat,1782,45880,timeout,63110,1706692
hvac/hvac__instance_1_14_10.smt2,timeout,63079,1467100,timeout,63062,1511224,0.0,0.0,timeout,63057,1531372,0.0,0.0,unsat,328,26148,unsat,784,36708
hvac/hvac__instance_1_11_25.smt2,memout,44859,3994580,memout,50608,3994540,,,memout,45575,3994648,,,unsat,1507,39276,unsat,29205,887560
hvac/hvac__instance_1_11_20.smt2,timeout,63094,3095744,timeout,63079,3152592,0.0,0.0,timeout,63086,3095872,0.0,0.0,unsat,749,33816,unsat,17389,767256
hvac/hvac__instance_1_8_35.smt2,timeout,63071,2018024,timeout,63156,699368,0.0,0.0,timeout,63058,1872996,0.0,0.0,unsat,1701,45196,unsat,12108,471900
hvac/hvac__instance_1_13_20.smt2,memout,40820,3994664,memout,31407,3994616,,,memout,44323,3994680,,,unsat,1549,36640,unsat,1801,109028
hvac/hvac__instance_1_10_20.smt2,timeout,63114,2589696,timeout,63104,2631504,0.0,0.0,timeout,63079,2589752,0.0,0.0,unsat,1109,32080,unsat,5492,224712
hvac/hvac__instance_1_5_25.smt2,timeout,63046,796916,timeout,63039,799780,0.0,0.0,timeout,63054,801616,0.0,0.0,unsat,770,30416,unsat,3144,164068
hvac/hvac__instance_1_12_75.smt2,timeout,63022,72284,timeout,63014,72348,,,timeout,63017,72292,,,unsat,8881,88920,timeout,63176,2593784
hvac/hvac__instance_1_7_15.smt2,timeout,63032,289516,timeout,63039,288576,0.0,0.0,timeout,63023,289364,0.0,0.0,unsat,384,25444,unsat,1446,73776
hvac/hvac__instance_1_9_50.smt2,timeout,63018,31304,timeout,63017,31276,,,timeout,63028,31308,,,unsat,3876,60108,unsat,40807,1274492
hvac/hvac__instance_1_8_15.smt2,timeout,63051,968400,timeout,63059,968328,0.0,0.0,timeout,63052,968524,0.0,0.0,unsat,823,29688,unsat,1100,59712
hvac/hvac__instance_1_15_75.smt2,timeout,63023,95676,timeout,63016,95648,,,timeout,63022,95680,,,unsat,3831,96036,timeout,63226,3045032
hvac/hvac__instance_1_7_50.smt2,timeout,63033,25664,timeout,63015,25636,,,timeout,63017,25668,,,unsat,2229,51272,unsat,29854,1000656
hvac/hvac__instance_1_12_25.smt2,timeout,60644,3994140,timeout,63014,19008,,,memout,55887,3994232,,,unsat,1156,39092,unsat,13015,458864
hvac/hvac__instance_1_1_25.smt2,timeout,63132,700280,timeout,63035,698024,0.0,0.0,timeout,63103,699684,0.0,0.0,unsat,397,25024,unsat,4166,149864
hvac/hvac__instance_1_15_15.smt2,timeout,63067,1233212,timeout,63050,1303680,0.0,0.0,timeout,63053,1233236,0.0,0.0,unsat,555,31900,unsat,1227,65724
hvac/hvac__instance_1_5_10.smt2,timeout,63020,86348,timeout,63018,85800,,,timeout,63019,86348,0.0,0.0,unsat,185,21244,unsat,288,27100
hvac/hvac__instance_1_2_25.smt2,timeout,63103,752976,timeout,63050,829100,0.0,0.0,timeout,63042,752708,0.0,0.0,unsat,529,26448,unsat,14380,458884
hvac/hvac__instance_1_9_20.smt2,timeout,63094,2187400,timeout,63085,2187344,0.0,0.0,timeout,63081,2150340,0.0,0.0,unsat,782,31736,unsat,11353,449484
hvac/hvac__instance_1_13_15.smt2,unsat,39648,2165480,unsat,36761,2165288,0.0,0.0,unsat,36570,2165620,0.0,0.0,unsat,517,32380,unsat,1804,98128
hvac/hvac__instance_1_2_100.smt2,timeout,63017,28024,timeout,63015,27996,,,timeout,63015,28028,,,timeout,63023,121640,timeout,63150,2302104
hvac/hvac__instance_1_11_10.smt2,unsat,3807,484960,unsat,4641,484684,0.0,0.0,unsat,4214,484796,0.0,0.0,unsat,385,24096,unsat,433,32304
hvac/hvac__instance_1_1_10.smt2,timeout,63020,92936,timeout,63019,92192,0.0,0.0,timeout,63028,92672,0.0,0.0,unsat,224,18776,unsat,292,22412
hvac/hvac__instance_1_4_50.smt2,memout,52656,3994588,timeout,63180,3994740,0.0,0.0,timeout,63108,3563612,0.0,0.0,unsat,1366,42392,unsat,41339,1234604
hvac/hvac__instance_1_15_10.smt2,unsat,25672,713412,unsat,31849,713404,0.0,0.0,unsat,31995,713484,0.0,0.0,unsat,366,26404,unsat,465,37384
