,CAlC-QE,CAlC-QE,CAlC-QE,CAlC-Opt,CAlC-Opt,CAlC-Opt,CAlC-Opt,CAlC-Opt,CAlC-Opt+,CAlC-Opt+,CAlC-Opt+,CAlC-Opt+,CAlC-Opt+,CDCL-OCAC,CDCL-OCAC,CDCL-OCAC,OptiMathSat,OptiMathSat,OptiMathSat
,answer,runtime,peak_memory_kbytes,answer,runtime,peak_memory_kbytes,smtrat-coveringng_minimization.unbounded,smtrat-coveringng_minimization.open,answer,runtime,peak_memory_kbytes,smtrat-coveringng_minimization.unbounded,smtrat-coveringng_minimization.open,answer,runtime,peak_memory_kbytes,answer,runtime,peak_memory_kbytes
sec_clearance_sdac/security-clearance__security-clearance-9-2_20.smt2,timeout,63022,46728,timeout,63018,46704,,,timeout,63016,46732,,,timeout,63020,135448,timeout,63191,2128104
sec_clearance_sdac/security-clearance__security-clearance-5-3_75.smt2,timeout,63024,170420,timeout,63018,170980,,,timeout,63017,171476,,,timeout,63027,147320,timeout,63132,2064432
sec_clearance_sdac/security-clearance__security-clearance-9-5_100.smt2,timeout,63071,2055312,timeout,63078,1997284,,,timeout,63089,2064280,,,timeout,63034,368072,timeout,63086,2179992
sec_clearance_sdac/security-clearance__security-clearance-7-2_100.smt2,timeout,63036,328152,timeout,63033,328088,,,timeout,63024,327124,,,timeout,63043,221148,timeout,63083,1746720
sec_clearance_sdac/security-clearance__security-clearance-10-4_35.smt2,timeout,63046,315280,timeout,63030,313624,,,timeout,63033,314860,,,timeout,63019,147904,timeout,63123,2486528
sec_clearance_sdac/security-clearance__security-clearance-7-5_15.smt2,timeout,63019,60436,timeout,63017,60412,,,timeout,63020,60440,,,timeout,63018,83816,timeout,63083,2157404
sec_clearance_sdac/security-clearance__security-clearance-8-4_15.smt2,timeout,63016,56252,timeout,63017,56228,,,timeout,63017,56256,,,timeout,63025,90036,timeout,63142,2459660
sec_clearance_sdac/security-clearance__security-clearance-8-5_20.smt2,timeout,63035,114632,timeout,63036,114964,,,timeout,63019,114540,,,timeout,63026,144360,timeout,63111,2172392
sec_clearance_sdac/security-clearance__security-clearance-5-2_50.smt2,timeout,63020,60192,timeout,63016,60168,,,timeout,63017,60196,,,timeout,63025,139280,timeout,63094,1768228
sec_clearance_sdac/security-clearance__security-clearance-4-5_25.smt2,timeout,63019,46168,timeout,63017,45592,,,timeout,63015,45620,,,timeout,63018,80532,timeout,63136,1716264
sec_clearance_sdac/security-clearance__security-clearance-4-2_35.smt2,timeout,63019,28168,timeout,63015,28144,,,timeout,63022,28172,,,timeout,63025,98932,timeout,63066,1777020
sec_clearance_sdac/security-clearance__security-clearance-8-4_10.smt2,timeout,63054,34276,timeout,63020,34252,,,timeout,63018,34844,,,timeout,63024,182256,timeout,63125,2098828
sec_clearance_sdac/security-clearance__security-clearance-10-4_15.smt2,timeout,63038,86540,timeout,63019,86972,,,timeout,63015,86124,,,timeout,63023,123176,timeout,63122,2080692
sec_clearance_sdac/security-clearance__security-clearance-6-4_75.smt2,timeout,63040,369712,timeout,63026,368628,,,timeout,63028,369420,,,timeout,63018,193080,timeout,63169,1647364
sec_clearance_sdac/security-clearance__security-clearance-8-4_75.smt2,timeout,63042,696252,timeout,63041,700156,,,timeout,63048,699828,,,timeout,63023,243500,timeout,63173,2172420
sec_clearance_sdac/security-clearance__security-clearance-5-3_20.smt2,timeout,63020,27916,timeout,63018,27712,,,timeout,63014,27924,,,timeout,63016,68932,timeout,63198,2092172
sec_clearance_sdac/security-clearance__security-clearance-8-2_75.smt2,timeout,63035,269236,timeout,63030,266600,,,timeout,63026,269592,,,timeout,63030,162356,timeout,63148,2104528
sec_clearance_sdac/security-clearance__security-clearance-7-3_15.smt2,timeout,63017,32812,timeout,63017,32792,,,timeout,63018,32820,,,timeout,63022,72268,timeout,63125,2334036
sec_clearance_sdac/security-clearance__security-clearance-7-3_75.smt2,timeout,63044,338452,timeout,63020,337852,,,timeout,63030,337604,,,timeout,63033,195800,timeout,63162,1939652
sec_clearance_sdac/security-clearance__security-clearance-5-2_100.smt2,timeout,63029,168924,timeout,63020,169248,,,timeout,63030,170280,,,timeout,63030,161164,timeout,63204,1756340
sec_clearance_sdac/security-clearance__security-clearance-2-5_15.smt2,timeout,63033,843380,timeout,63041,837112,0.0,0.0,timeout,63055,842128,0.0,0.0,timeout,63016,35940,timeout,63155,1649868
sec_clearance_sdac/security-clearance__security-clearance-8-2_35.smt2,timeout,63024,82240,timeout,63019,82004,,,timeout,63019,82936,,,timeout,63021,95328,timeout,63110,2222324
sec_clearance_sdac/security-clearance__security-clearance-2-4_10.smt2,timeout,63038,277000,timeout,63029,274748,0.0,0.0,timeout,63027,275696,0.0,0.0,timeout,63030,94188,timeout,63171,1882404
sec_clearance_sdac/security-clearance__security-clearance-6-5_10.smt2,timeout,63017,29236,timeout,63015,29212,,,timeout,63021,29240,,,timeout,63029,52368,timeout,63181,2059892
sec_clearance_sdac/security-clearance__security-clearance-9-2_100.smt2,timeout,63044,555772,timeout,63035,567380,,,timeout,63032,568060,,,timeout,63022,245144,timeout,63065,1284652
sec_clearance_sdac/security-clearance__security-clearance-2-5_50.smt2,timeout,63018,40788,timeout,63016,40764,,,timeout,63015,40792,,,timeout,63026,93660,timeout,63091,2132216
sec_clearance_sdac/security-clearance__security-clearance-6-2_15.smt2,timeout,63079,2214528,timeout,63088,2129056,,,timeout,63131,2180468,0.0,0.0,timeout,63020,57204,timeout,63108,2561896
sec_clearance_sdac/security-clearance__security-clearance-8-5_75.smt2,timeout,63062,1010452,timeout,63048,1031480,,,timeout,63071,1031096,,,timeout,63027,270132,timeout,63145,1852300
sec_clearance_sdac/security-clearance__security-clearance-7-2_25.smt2,timeout,63016,41556,timeout,63017,40968,,,timeout,63016,40996,,,timeout,63022,130728,timeout,63293,2025432
sec_clearance_sdac/security-clearance__security-clearance-10-3_35.smt2,timeout,63028,205056,timeout,63024,205636,,,timeout,63025,204152,,,timeout,63019,126604,timeout,63085,1848944
sec_clearance_sdac/security-clearance__security-clearance-10-4_10.smt2,timeout,63017,50812,timeout,63018,50788,,,timeout,63014,50816,,,timeout,63018,78200,timeout,63118,1943620
sec_clearance_sdac/security-clearance__security-clearance-8-2_20.smt2,timeout,63021,39380,timeout,63018,38636,,,timeout,63016,38664,,,timeout,63035,121932,timeout,63136,1979812
sec_clearance_sdac/security-clearance__security-clearance-3-2_25.smt2,timeout,63424,1106488,timeout,63040,1106700,0.0,0.0,timeout,63042,1108584,0.0,0.0,timeout,63022,50944,timeout,63074,1597056
sec_clearance_sdac/security-clearance__security-clearance-9-4_35.smt2,timeout,63057,249556,timeout,63025,250508,,,timeout,63029,250264,,,timeout,63023,142348,timeout,63164,2608152
sec_clearance_sdac/security-clearance__security-clearance-7-2_75.smt2,timeout,63032,202888,timeout,63021,202864,,,timeout,63025,202892,,,timeout,63024,164916,timeout,63076,1211904
sec_clearance_sdac/security-clearance__security-clearance-9-5_10.smt2,timeout,63027,59604,timeout,63019,56908,,,timeout,63017,58540,,,timeout,63028,75052,timeout,63080,2010968
sec_clearance_sdac/security-clearance__security-clearance-7-4_100.smt2,timeout,63058,849776,timeout,63041,860860,,,timeout,63042,862012,,,timeout,63024,264340,timeout,63172,2192612
sec_clearance_sdac/security-clearance__security-clearance-6-4_100.smt2,timeout,63039,609092,timeout,63042,608396,,,timeout,63043,608888,,,timeout,63029,231580,timeout,63087,2102280
sec_clearance_sdac/security-clearance__security-clearance-6-5_100.smt2,timeout,63055,862236,timeout,63048,883780,,,timeout,63045,884020,,,timeout,63027,258800,timeout,63116,1497244
sec_clearance_sdac/security-clearance__security-clearance-5-3_100.smt2,timeout,63030,274236,timeout,63027,274564,,,timeout,63026,272868,,,timeout,63026,231792,timeout,63168,2273504
sec_clearance_sdac/security-clearance__security-clearance-2-5_20.smt2,timeout,63058,1589816,timeout,63114,1687968,0.0,0.0,timeout,63073,1691056,0.0,0.0,timeout,63019,42148,timeout,63100,1698776
sec_clearance_sdac/security-clearance__security-clearance-9-4_10.smt2,timeout,63015,41912,timeout,63033,42084,,,timeout,63014,41916,,,timeout,63021,73848,timeout,63143,2164648
sec_clearance_sdac/security-clearance__security-clearance-3-4_15.smt2,timeout,63092,1326928,timeout,63117,1328812,0.0,0.0,timeout,63080,1328548,0.0,0.0,timeout,63035,292456,timeout,63082,1624748
sec_clearance_sdac/security-clearance__security-clearance-2-3_15.smt2,timeout,63044,441364,timeout,63031,477120,0.0,0.0,timeout,63033,478380,0.0,0.0,timeout,63027,157416,timeout,63117,1719648
sec_clearance_sdac/security-clearance__security-clearance-5-4_25.smt2,timeout,63024,50372,timeout,63018,49940,,,timeout,63016,49968,,,timeout,63031,102624,timeout,63139,1855704
sec_clearance_sdac/security-clearance__security-clearance-2-2_15.smt2,timeout,63035,320180,timeout,63040,345404,0.0,0.0,timeout,63122,344680,0.0,0.0,timeout,63021,71880,timeout,63044,1094208
sec_clearance_sdac/security-clearance__security-clearance-4-2_75.smt2,timeout,63020,74316,timeout,63019,74292,,,timeout,63018,74320,,,timeout,63023,130220,timeout,63053,1244308
sec_clearance_sdac/security-clearance__security-clearance-4-3_25.smt2,timeout,63018,26696,timeout,63016,26672,,,timeout,63025,26700,,,timeout,63023,69664,timeout,63124,1871344
sec_clearance_sdac/security-clearance__security-clearance-7-2_50.smt2,timeout,63033,109004,timeout,63022,108076,,,timeout,63019,108512,,,timeout,63020,110028,timeout,63142,2026892
sec_clearance_sdac/security-clearance__security-clearance-6-5_20.smt2,timeout,63018,66760,timeout,63015,66736,,,timeout,63013,66764,,,timeout,63024,96164,timeout,63230,2391152
sec_clearance_sdac/security-clearance__security-clearance-8-3_50.smt2,timeout,63042,227576,timeout,63027,228132,,,timeout,63027,227976,,,timeout,63029,150792,timeout,63103,1778056
sec_clearance_sdac/security-clearance__security-clearance-7-5_75.smt2,timeout,63044,752396,timeout,63046,752368,,,timeout,63039,752752,,,timeout,63030,242864,timeout,63101,1913824
sec_clearance_sdac/security-clearance__security-clearance-10-3_25.smt2,timeout,63020,120964,timeout,63014,120972,,,timeout,63019,121492,,,timeout,63019,110716,timeout,63106,2090916
sec_clearance_sdac/security-clearance__security-clearance-2-3_75.smt2,timeout,63016,40788,timeout,63016,40764,,,timeout,63014,40792,,,timeout,63030,157696,timeout,63067,791672
sec_clearance_sdac/security-clearance__security-clearance-4-2_10.smt2,timeout,63034,318908,timeout,63023,321664,0.0,0.0,timeout,63032,318224,0.0,0.0,timeout,63023,180516,timeout,63088,1448308
sec_clearance_sdac/security-clearance__security-clearance-2-2_20.smt2,timeout,63059,634524,timeout,63036,632732,,,timeout,63042,632764,0.0,0.0,timeout,63023,33824,timeout,63080,1446124
sec_clearance_sdac/security-clearance__security-clearance-10-5_25.smt2,timeout,63026,263032,timeout,63024,261980,,,timeout,63027,262512,,,timeout,63027,129700,timeout,63199,1999072
sec_clearance_sdac/security-clearance__security-clearance-7-4_20.smt2,timeout,63088,64940,timeout,63017,64916,,,timeout,63014,64944,,,timeout,63018,109092,timeout,63152,2593736
sec_clearance_sdac/security-clearance__security-clearance-10-5_50.smt2,timeout,63048,853028,timeout,63047,853828,,,timeout,63039,852068,,,timeout,63029,223540,timeout,63194,2039428
sec_clearance_sdac/security-clearance__security-clearance-6-4_35.smt2,timeout,63026,108624,timeout,63015,108056,,,timeout,63022,109048,,,timeout,63025,157160,timeout,63203,1874240
sec_clearance_sdac/security-clearance__security-clearance-9-3_75.smt2,timeout,63040,586336,timeout,63036,586312,,,timeout,63030,586332,,,timeout,63028,216876,timeout,63094,1898576
sec_clearance_sdac/security-clearance__security-clearance-3-3_20.smt2,timeout,63070,1844720,timeout,63056,1843064,0.0,0.0,timeout,63073,1847096,0.0,0.0,timeout,63015,53304,timeout,63069,1717044
sec_clearance_sdac/security-clearance__security-clearance-6-2_50.smt2,timeout,63038,81456,timeout,63018,81432,,,timeout,63021,81460,,,timeout,63024,106572,timeout,63076,1699288
sec_clearance_sdac/security-clearance__security-clearance-10-2_25.smt2,timeout,63019,76924,timeout,63021,75716,,,timeout,63017,77616,,,timeout,63023,142856,timeout,63092,1969952
sec_clearance_sdac/security-clearance__security-clearance-8-5_50.smt2,timeout,63034,502544,timeout,63038,502520,,,timeout,63028,502548,,,timeout,63040,188140,timeout,63132,2271372
sec_clearance_sdac/security-clearance__security-clearance-3-3_35.smt2,timeout,63018,27080,timeout,63015,27056,,,timeout,63014,27080,,,timeout,63017,78076,timeout,63155,1926228
sec_clearance_sdac/security-clearance__security-clearance-9-2_35.smt2,timeout,63020,102568,timeout,63016,100684,,,timeout,63020,102580,,,timeout,63018,99936,timeout,63152,2055940
sec_clearance_sdac/security-clearance__security-clearance-4-3_10.smt2,timeout,63061,641512,timeout,63030,643244,0.0,0.0,timeout,63030,639820,0.0,0.0,timeout,63022,42648,timeout,63075,1741952
sec_clearance_sdac/security-clearance__security-clearance-8-3_15.smt2,timeout,63018,40600,timeout,63014,40896,,,timeout,63024,40616,,,timeout,63021,82588,timeout,63109,2427432
sec_clearance_sdac/security-clearance__security-clearance-10-5_10.smt2,timeout,63022,70380,timeout,63014,69944,,,timeout,63017,70224,,,timeout,63019,83560,timeout,63075,1815200
sec_clearance_sdac/security-clearance__security-clearance-9-5_15.smt2,timeout,63023,96188,timeout,63026,96112,,,timeout,63018,95928,,,timeout,63023,115628,timeout,63134,2682844
sec_clearance_sdac/security-clearance__security-clearance-2-4_35.smt2,timeout,63046,21676,timeout,63015,21656,,,timeout,63014,21684,,,timeout,63019,61824,timeout,63163,2027924
sec_clearance_sdac/security-clearance__security-clearance-3-5_100.smt2,timeout,63025,209172,timeout,63058,209152,,,timeout,63022,209432,,,timeout,63028,173380,timeout,63107,2286232
sec_clearance_sdac/security-clearance__security-clearance-8-3_25.smt2,timeout,63020,79736,timeout,63029,78536,,,timeout,63021,79728,,,timeout,63026,174188,timeout,63185,1862208
sec_clearance_sdac/security-clearance__security-clearance-6-4_20.smt2,timeout,63022,50108,timeout,63015,50084,,,timeout,63016,50112,,,timeout,63017,91192,timeout,63203,2443824
sec_clearance_sdac/security-clearance__security-clearance-8-2_10.smt2,timeout,63059,1643376,timeout,63464,1648932,0.0,0.0,timeout,63076,1635872,0.0,0.0,timeout,63015,59920,timeout,63199,2251028
sec_clearance_sdac/security-clearance__security-clearance-5-2_75.smt2,timeout,63027,110804,timeout,63015,109092,,,timeout,63019,109956,,,timeout,63022,127748,timeout,63128,1654536
sec_clearance_sdac/security-clearance__security-clearance-3-2_20.smt2,timeout,63060,1115484,timeout,63042,1109056,0.0,0.0,timeout,63047,1111716,,,timeout,63014,40732,timeout,63113,1398860
sec_clearance_sdac/security-clearance__security-clearance-8-4_100.smt2,timeout,63059,1152112,timeout,63055,1146952,,,timeout,63045,1141272,,,timeout,63026,306304,timeout,63188,2100436
sec_clearance_sdac/security-clearance__security-clearance-9-2_75.smt2,timeout,63032,342820,timeout,63026,342448,,,timeout,63037,341924,,,timeout,63035,192732,timeout,63124,1638340
sec_clearance_sdac/security-clearance__security-clearance-6-3_50.smt2,timeout,63023,127884,timeout,63017,127980,,,timeout,63024,127956,,,timeout,63020,110212,timeout,63139,1873992
sec_clearance_sdac/security-clearance__security-clearance-5-5_15.smt2,timeout,63026,35648,timeout,63018,34708,,,timeout,63017,34736,,,timeout,63030,266940,timeout,63112,1905148
sec_clearance_sdac/security-clearance__security-clearance-5-5_20.smt2,timeout,63019,48732,timeout,63019,48708,,,timeout,63018,49212,,,timeout,63027,79948,timeout,63193,1971744
sec_clearance_sdac/security-clearance__security-clearance-8-4_20.smt2,timeout,63045,83524,timeout,63017,84456,,,timeout,63018,84440,,,timeout,63019,128948,timeout,63103,2079484
sec_clearance_sdac/security-clearance__security-clearance-7-2_35.smt2,timeout,63023,63816,timeout,63015,63792,,,timeout,63026,63820,,,timeout,63027,195524,timeout,63107,1760256
sec_clearance_sdac/security-clearance__security-clearance-8-5_15.smt2,timeout,63022,77828,timeout,63018,76632,,,timeout,63015,76704,,,timeout,63022,96956,timeout,63097,2148860
sec_clearance_sdac/security-clearance__security-clearance-7-3_10.smt2,timeout,63053,991316,timeout,63053,1660760,0.0,0.0,timeout,63015,21484,,,timeout,63022,56336,timeout,63140,2114624
sec_clearance_sdac/security-clearance__security-clearance-5-5_100.smt2,timeout,63039,585624,timeout,63041,585472,,,timeout,63044,585500,,,timeout,63026,216624,timeout,63087,1750268
sec_clearance_sdac/security-clearance__security-clearance-9-5_35.smt2,timeout,63042,360452,timeout,63028,359992,,,timeout,63025,361348,,,timeout,63023,152532,timeout,63112,1859196
sec_clearance_sdac/security-clearance__security-clearance-5-3_10.smt2,timeout,63069,1001688,timeout,63050,1011848,0.0,0.0,timeout,63064,1014004,0.0,0.0,timeout,63017,45264,timeout,63153,2265496
sec_clearance_sdac/security-clearance__security-clearance-4-2_15.smt2,timeout,63086,672136,timeout,63028,675224,0.0,0.0,timeout,63348,675288,,,timeout,63025,46380,timeout,63115,1829272
sec_clearance_sdac/security-clearance__security-clearance-3-4_25.smt2,timeout,63015,24180,timeout,63014,24156,,,timeout,63018,24184,,,timeout,63021,58160,timeout,63094,1926140
sec_clearance_sdac/security-clearance__security-clearance-5-2_20.smt2,timeout,63026,20484,timeout,63019,20460,,,timeout,63058,1766620,0.0,0.0,timeout,63017,64196,timeout,63089,1728140
sec_clearance_sdac/security-clearance__security-clearance-3-2_100.smt2,timeout,63023,72324,timeout,63018,72300,,,timeout,63017,72328,,,timeout,63022,109088,timeout,63115,521060
sec_clearance_sdac/security-clearance__security-clearance-9-5_25.smt2,timeout,63036,206156,timeout,63021,207256,,,timeout,63020,205412,,,timeout,63023,117400,timeout,63100,2019456
sec_clearance_sdac/security-clearance__security-clearance-5-5_10.smt2,timeout,63022,22664,timeout,63015,22640,,,timeout,63021,22668,,,timeout,63020,51288,timeout,63313,2238240
sec_clearance_sdac/security-clearance__security-clearance-9-3_15.smt2,timeout,63019,49120,timeout,63017,49060,,,timeout,63022,49148,,,timeout,63018,105884,timeout,63192,1836328
sec_clearance_sdac/security-clearance__security-clearance-7-5_25.smt2,timeout,63022,124488,timeout,63018,124284,,,timeout,63021,123764,,,timeout,63022,119900,timeout,63190,2232488
sec_clearance_sdac/security-clearance__security-clearance-3-3_75.smt2,timeout,63022,71208,timeout,63016,71180,,,timeout,63017,71676,,,timeout,63020,103700,timeout,63070,1359756
sec_clearance_sdac/security-clearance__security-clearance-9-5_20.smt2,timeout,63029,147112,timeout,63021,147088,,,timeout,63017,147116,,,timeout,63020,154840,timeout,63124,2124916
sec_clearance_sdac/security-clearance__security-clearance-3-5_50.smt2,timeout,63020,72888,timeout,63021,72864,,,timeout,63017,72892,,,timeout,63024,145064,timeout,63104,1753888
sec_clearance_sdac/security-clearance__security-clearance-9-4_50.smt2,timeout,63040,451508,timeout,63030,451580,,,timeout,63035,451428,,,timeout,63024,186580,timeout,63102,2034360
sec_clearance_sdac/security-clearance__security-clearance-4-4_100.smt2,timeout,63031,260204,timeout,63027,260180,,,timeout,63019,260208,,,timeout,63022,195908,timeout,63079,1651576
sec_clearance_sdac/security-clearance__security-clearance-2-5_10.smt2,timeout,63033,334164,timeout,63027,371672,0.0,0.0,timeout,63030,372692,0.0,0.0,timeout,63017,116240,timeout,63162,1979452
sec_clearance_sdac/security-clearance__security-clearance-5-2_10.smt2,timeout,63048,623920,timeout,63036,619248,0.0,0.0,timeout,63046,623908,0.0,0.0,timeout,63026,172244,timeout,63097,1992672
sec_clearance_sdac/security-clearance__security-clearance-2-5_75.smt2,timeout,63029,69484,timeout,63022,68940,,,timeout,63018,68968,,,timeout,63019,104668,timeout,63059,932472
sec_clearance_sdac/security-clearance__security-clearance-6-2_10.smt2,timeout,63069,893948,timeout,63155,887588,0.0,0.0,timeout,63050,892508,0.0,0.0,timeout,63016,42380,timeout,63115,2229252
sec_clearance_sdac/security-clearance__security-clearance-10-4_25.smt2,timeout,63026,183936,timeout,63023,180560,,,timeout,63025,184052,,,timeout,63023,110404,timeout,63112,1987688
sec_clearance_sdac/security-clearance__security-clearance-7-3_20.smt2,timeout,63020,45924,timeout,63015,46164,,,timeout,63018,45928,,,timeout,63016,101688,timeout,63105,2149588
sec_clearance_sdac/security-clearance__security-clearance-9-3_10.smt2,timeout,63018,30780,timeout,63015,30756,,,timeout,63014,30784,,,timeout,63020,61852,timeout,63143,2503604
sec_clearance_sdac/security-clearance__security-clearance-4-4_15.smt2,timeout,63084,1521808,timeout,63163,1511804,0.0,0.0,timeout,63058,1403268,,,timeout,63016,53316,timeout,63199,1757412
sec_clearance_sdac/security-clearance__security-clearance-7-4_75.smt2,timeout,63032,517204,timeout,63030,517588,,,timeout,63023,517428,,,timeout,63023,207044,timeout,63107,1632068
sec_clearance_sdac/security-clearance__security-clearance-5-2_35.smt2,timeout,63025,37708,timeout,63017,37684,,,timeout,63018,37712,,,timeout,63021,139824,timeout,63095,1776876
sec_clearance_sdac/security-clearance__security-clearance-2-2_100.smt2,timeout,63018,42416,timeout,63018,42392,,,timeout,63016,42420,,,timeout,63028,139888,timeout,63042,816792
sec_clearance_sdac/security-clearance__security-clearance-3-3_15.smt2,timeout,63040,922692,timeout,63051,920008,0.0,0.0,timeout,63050,922088,0.0,0.0,timeout,63019,39740,timeout,63087,1906292
sec_clearance_sdac/security-clearance__security-clearance-2-2_50.smt2,timeout,63093,2630688,timeout,63090,2602236,0.0,0.0,timeout,63076,2367696,,,timeout,63021,83480,timeout,63146,1435860
sec_clearance_sdac/security-clearance__security-clearance-10-2_10.smt2,timeout,63033,24668,timeout,63022,24648,,,timeout,63014,24672,,,timeout,63017,63616,timeout,63128,2221988
sec_clearance_sdac/security-clearance__security-clearance-6-2_20.smt2,timeout,63017,25680,timeout,63017,25652,,,timeout,63024,25684,,,timeout,63017,77168,timeout,63115,1912964
sec_clearance_sdac/security-clearance__security-clearance-5-5_35.smt2,timeout,63022,105940,timeout,63020,105940,,,timeout,63022,106604,,,timeout,63019,161896,timeout,63097,1764996
sec_clearance_sdac/security-clearance__security-clearance-6-2_75.smt2,timeout,63022,151932,timeout,63023,151312,,,timeout,63024,152288,,,timeout,63029,166032,timeout,63085,2146776
sec_clearance_sdac/security-clearance__security-clearance-10-2_50.smt2,timeout,63026,219580,timeout,63024,220280,,,timeout,63024,219980,,,timeout,63026,165864,timeout,63173,1848456
sec_clearance_sdac/security-clearance__security-clearance-7-4_50.smt2,timeout,63031,261172,timeout,63025,261996,,,timeout,63024,261056,,,timeout,63017,147484,timeout,63094,1759188
sec_clearance_sdac/security-clearance__security-clearance-6-3_35.smt2,timeout,63023,75096,timeout,63017,75072,,,timeout,63017,74788,,,timeout,63026,151880,timeout,63187,2098836
sec_clearance_sdac/security-clearance__security-clearance-5-3_35.smt2,timeout,63033,55692,timeout,63015,55664,,,timeout,63017,55696,,,timeout,63027,144104,timeout,63083,1658640
sec_clearance_sdac/security-clearance__security-clearance-7-2_20.smt2,timeout,63078,31624,timeout,63013,31600,,,timeout,63017,31628,,,timeout,63026,92048,timeout,63085,2095228
sec_clearance_sdac/security-clearance__security-clearance-2-4_20.smt2,timeout,63132,1256408,timeout,63063,1248756,0.0,0.0,timeout,63059,1254048,0.0,0.0,timeout,63040,47056,timeout,63233,1489096
sec_clearance_sdac/security-clearance__security-clearance-9-2_50.smt2,timeout,63034,174336,timeout,63018,174780,,,timeout,63019,174340,,,timeout,63028,144228,timeout,63171,1792724
sec_clearance_sdac/security-clearance__security-clearance-9-5_75.smt2,timeout,63068,1343828,timeout,63049,1344144,,,timeout,63055,1318788,,,timeout,63033,289728,timeout,63151,2265068
sec_clearance_sdac/security-clearance__security-clearance-4-4_75.smt2,timeout,63029,164512,timeout,63020,163492,,,timeout,63020,164368,,,timeout,63025,161140,timeout,63064,1282776
sec_clearance_sdac/security-clearance__security-clearance-3-3_10.smt2,timeout,63025,368344,timeout,63089,365132,0.0,0.0,timeout,63043,365568,0.0,0.0,timeout,63021,33452,timeout,63060,1467052
sec_clearance_sdac/security-clearance__security-clearance-2-2_25.smt2,timeout,63072,1044468,timeout,63064,1039484,0.0,0.0,timeout,63048,1044308,0.0,0.0,timeout,63017,43280,timeout,63092,712620
sec_clearance_sdac/security-clearance__security-clearance-4-2_20.smt2,timeout,63081,1193728,timeout,63077,1194128,0.0,0.0,timeout,63068,1196328,0.0,0.0,timeout,63025,50488,timeout,63097,1926840
sec_clearance_sdac/security-clearance__security-clearance-6-2_100.smt2,timeout,63024,239924,timeout,63059,239900,,,timeout,63022,239928,,,timeout,63022,233552,timeout,63115,1939408
sec_clearance_sdac/security-clearance__security-clearance-7-4_35.smt2,timeout,63021,145764,timeout,63037,145736,,,timeout,63017,146432,,,timeout,63032,109980,timeout,63157,2218288
sec_clearance_sdac/security-clearance__security-clearance-10-5_15.smt2,timeout,63026,119288,timeout,63018,119264,,,timeout,63015,119840,,,timeout,63019,130328,timeout,63136,2048308
sec_clearance_sdac/security-clearance__security-clearance-4-4_50.smt2,timeout,63018,88768,timeout,63019,89224,,,timeout,63024,89260,,,timeout,63023,95796,timeout,63163,1909388
sec_clearance_sdac/security-clearance__security-clearance-6-4_10.smt2,timeout,63019,22868,timeout,63016,22844,,,timeout,63015,22868,,,timeout,63022,48624,timeout,63218,2484120
sec_clearance_sdac/security-clearance__security-clearance-4-5_10.smt2,timeout,63096,1349420,timeout,63063,1338604,0.0,0.0,timeout,63048,1341240,0.0,0.0,timeout,63034,356920,timeout,63104,1874948
sec_clearance_sdac/security-clearance__security-clearance-6-3_10.smt2,timeout,63093,1493584,timeout,63078,1192468,0.0,0.0,timeout,63189,1485520,0.0,0.0,timeout,63027,281708,timeout,63131,2002796
sec_clearance_sdac/security-clearance__security-clearance-10-5_100.smt2,timeout,63102,2487236,timeout,63116,2520776,,,timeout,63122,2531428,,,timeout,63028,395232,timeout,63123,1832284
sec_clearance_sdac/security-clearance__security-clearance-3-3_100.smt2,timeout,63019,108920,timeout,63019,108732,,,timeout,63016,108344,,,timeout,63025,159412,timeout,63163,2384616
sec_clearance_sdac/security-clearance__security-clearance-9-2_25.smt2,timeout,63022,62160,timeout,63024,62136,,,timeout,63017,62168,,,timeout,63025,178864,timeout,63118,2126008
sec_clearance_sdac/security-clearance__security-clearance-8-5_35.smt2,timeout,63028,273036,timeout,63023,273480,,,timeout,63027,274576,,,timeout,63030,143948,timeout,63131,1711892
sec_clearance_sdac/security-clearance__security-clearance-5-4_35.smt2,timeout,63037,77672,timeout,63017,77648,,,timeout,63019,77676,,,timeout,63023,153472,timeout,63115,1605684
sec_clearance_sdac/security-clearance__security-clearance-2-4_15.smt2,timeout,63034,624488,timeout,63040,671276,0.0,0.0,timeout,63056,623328,0.0,0.0,timeout,63023,202244,timeout,63127,1796556
sec_clearance_sdac/security-clearance__security-clearance-2-3_100.smt2,timeout,63023,58724,timeout,63015,58700,,,timeout,63019,58728,,,timeout,63024,111652,timeout,63047,916976
sec_clearance_sdac/security-clearance__security-clearance-4-3_15.smt2,timeout,63067,1425944,timeout,63072,1528800,0.0,0.0,timeout,63067,1531620,0.0,0.0,timeout,63020,45728,timeout,63123,1757424
sec_clearance_sdac/security-clearance__security-clearance-9-3_100.smt2,timeout,63040,928460,timeout,63049,963192,,,timeout,63051,964964,,,timeout,63032,306008,timeout,63243,1600308
sec_clearance_sdac/security-clearance__security-clearance-10-3_100.smt2,timeout,63039,1160460,timeout,63048,1181296,,,timeout,63066,1152684,,,timeout,63030,314460,timeout,63205,2288672
sec_clearance_sdac/security-clearance__security-clearance-10-5_20.smt2,timeout,63024,184480,timeout,63022,185856,,,timeout,63024,185540,,,timeout,63022,109044,timeout,63129,2052452
